EmployeeID,TotalDays,PresentDays,AbsentDays,LateDays,AvgWorkingHours,TotalOvertimeHrs,AttendanceRate
1253,261,239,22,236,6.19,0.0,91.57
1254,261,229,32,228,7.62,0.0,87.74
1255,261,243,18,243,7.69,0.0,93.1
1256,261,239,22,239,6.84,0.0,91.57
1257,261,229,32,227,6.82,0.0,87.74
1258,261,229,32,227,5.96,0.0,87.74
1259,261,234,27,233,7.82,0.0,89.66
1260,261,231,30,231,6.1,0.0,88.51
1261,261,244,17,244,9.32,84.65,93.49
1262,261,230,31,228,6.91,0.0,88.12
1263,261,232,29,232,9.3,74.46,88.89
1264,261,236,25,236,10.68,397.29,90.42
1265,261,238,23,237,9.39,96.74,91.19
1266,261,237,24,237,9.51,121.71,90.8
1267,261,241,20,240,10.2,289.06,92.34
1268,261,245,16,243,8.21,0.12,93.87
1269,261,232,29,230,6.47,0.0,88.89
1270,261,233,28,230,8.79,10.17,89.27
1271,261,240,21,239,6.1,0.0,91.95
1272,261,234,27,230,7.42,0.0,89.66
1273,261,229,32,229,8.11,0.0,87.74
1274,261,234,27,232,6.24,0.0,89.66
1275,261,234,27,233,9.53,124.93,89.66
1276,261,235,26,234,6.92,0.0,90.04
1277,261,243,18,241,6.0,0.0,93.1
1278,261,242,19,242,8.11,0.0,92.72
1279,261,227,34,226,7.22,0.0,86.97
1280,261,240,21,238,6.81,0.0,91.95
1281,261,241,20,239,6.1,0.0,92.34
1282,261,243,18,243,8.89,17.83,93.1
1283,261,230,31,230,6.79,0.0,88.12
1284,261,236,25,235,7.83,0.0,90.42
1285,261,230,31,226,6.3,0.0,88.12
1286,261,241,20,238,7.52,0.0,92.34
1287,261,230,31,228,7.18,0.0,88.12
1288,261,242,19,241,6.1,0.0,92.72
1289,261,236,25,236,6.02,0.0,90.42
1290,261,236,25,236,8.9,16.92,90.42
1291,261,245,16,242,6.6,0.0,93.87
1292,261,238,23,238,10.27,302.26,91.19
1293,261,234,27,231,9.2,57.81,89.66
1294,261,232,29,230,7.9,0.0,88.89
1295,261,238,23,238,6.71,0.0,91.19
1296,261,228,33,228,8.81,11.0,87.36
1297,261,242,19,242,8.01,0.0,92.72
1298,261,241,20,240,6.31,0.0,92.34
1299,261,229,32,228,6.41,0.0,87.74
1300,261,238,23,237,6.76,0.0,91.19
1301,261,243,18,243,7.62,0.0,93.1
1302,261,242,19,240,6.2,0.0,92.72
1303,261,230,31,229,7.4,0.0,88.12
1304,261,236,25,235,10.09,256.56,90.42
1305,261,236,25,236,8.07,0.0,90.42
1306,261,236,25,235,9.02,31.17,90.42
1307,261,241,20,239,7.31,0.0,92.34
1308,261,241,20,240,7.59,0.0,92.34
1309,261,235,26,235,7.8,0.0,90.04
1310,261,242,19,242,5.99,0.0,92.72
1311,261,231,30,231,7.08,0.0,88.51
1312,261,243,18,241,6.73,0.0,93.1
1313,261,247,14,245,10.15,283.37,94.64
1314,261,234,27,233,7.96,0.0,89.66
1315,261,246,15,245,10.71,421.19,94.25
1316,261,237,24,237,7.62,0.0,90.8
1317,261,231,30,231,7.78,0.0,88.51
1318,261,234,27,232,7.21,0.0,89.66
1319,261,233,28,232,9.58,136.97,89.27
1320,261,241,20,240,8.51,1.8,92.34
1321,261,241,20,241,7.7,0.0,92.34
1322,261,242,19,242,6.26,0.0,92.72
1323,261,239,22,239,7.49,0.0,91.57
1324,261,238,23,237,8.22,0.02,91.19
1325,261,230,31,230,8.14,0.0,88.12
1326,261,238,23,237,6.49,0.0,91.19
1327,261,237,24,237,6.0,0.0,90.8
1328,261,232,29,232,6.22,0.0,88.89
1329,261,238,23,236,7.86,0.0,91.19
1330,261,238,23,238,7.98,0.0,91.19
1331,261,238,23,238,7.5,0.0,91.19
1332,261,235,26,234,8.7,6.67,90.04
1333,261,231,30,231,7.91,0.0,88.51
1334,261,243,18,243,6.71,0.0,93.1
1335,261,232,29,230,9.01,29.92,88.89
1336,261,240,21,239,6.69,0.0,91.95
1337,261,233,28,232,8.4,0.13,89.27
1338,261,236,25,233,7.69,0.0,90.42
1339,261,234,27,234,7.55,0.0,89.66
1340,261,239,22,238,9.36,90.75,91.57
1341,261,236,25,235,6.38,0.0,90.42
1342,261,240,21,239,7.19,0.0,91.95
1343,261,232,29,232,7.98,0.0,88.89
1344,261,239,22,237,7.08,0.0,91.57
1345,261,245,16,245,8.41,0.86,93.87
1346,261,229,32,228,8.12,0.07,87.74
1347,261,238,23,236,7.95,0.0,91.19
1348,261,236,25,236,6.8,0.0,90.42
1349,261,240,21,239,7.19,0.0,91.95
1350,261,245,16,245,7.88,0.0,93.87
1351,261,236,25,234,7.79,0.0,90.42
1352,261,231,30,229,10.0,229.89,88.51
1353,261,242,19,242,7.9,0.0,92.72
1354,261,230,31,230,7.37,0.0,88.12
1355,261,246,15,246,10.42,348.31,94.25
1356,261,235,26,235,6.68,0.0,90.04
1357,261,241,20,240,6.51,0.0,92.34
1358,261,228,33,228,6.72,0.0,87.36
1359,261,228,33,228,6.39,0.0,87.36
1360,261,242,19,240,7.32,0.0,92.72
1361,261,235,26,235,8.02,0.0,90.04
1362,261,242,19,241,6.38,0.0,92.72
1363,261,228,33,228,7.0,0.0,87.36
1364,261,232,29,228,7.4,0.0,88.89
1365,261,232,29,232,10.89,439.21,88.89
1366,261,230,31,227,6.79,0.0,88.12
1367,261,235,26,235,7.91,0.0,90.04
1368,261,236,25,233,6.1,0.0,90.42
1369,261,246,15,245,7.57,0.0,94.25
1370,261,246,15,246,9.99,243.2,94.25
1371,261,228,33,228,6.2,0.0,87.36
1372,261,232,29,231,6.98,0.0,88.89
1373,261,243,18,243,7.68,0.0,93.1
1374,261,238,23,237,6.3,0.0,91.19
1375,261,231,30,229,6.53,0.0,88.51
1376,261,246,15,244,10.87,461.12,94.25
1377,261,243,18,242,10.61,392.38,93.1
1378,261,233,28,233,6.21,0.0,89.27
1379,261,231,30,229,6.19,0.0,88.51
1380,261,232,29,231,6.91,0.0,88.89
1381,261,235,26,234,6.32,0.0,90.04
1382,261,232,29,231,6.93,0.0,88.89
1383,261,234,27,231,8.88,14.41,89.66
1384,261,230,31,229,7.51,0.0,88.12
1385,261,232,29,231,7.41,0.0,88.89
1386,261,235,26,234,6.81,0.0,90.04
1387,261,233,28,231,8.13,0.0,89.27
1388,261,244,17,242,8.28,0.05,93.49
1389,261,231,30,230,6.79,0.0,88.51
1390,261,231,30,230,7.21,0.0,88.51
1391,261,235,26,234,6.92,0.0,90.04
1392,261,239,22,238,7.93,0.0,91.57
1393,261,237,24,237,10.36,322.93,90.8
1394,261,240,21,240,6.25,0.0,91.95
1395,261,245,16,243,10.12,274.44,93.87
1396,261,230,31,229,6.78,0.0,88.12
1397,261,238,23,237,6.12,0.0,91.19
1398,261,245,16,244,7.52,0.0,93.87
1399,261,236,25,235,6.21,0.0,90.42
1400,261,235,26,234,6.11,0.0,90.04
1401,261,227,34,227,6.8,0.0,86.97
1402,261,232,29,230,7.39,0.0,88.89
1403,261,228,33,228,6.3,0.0,87.36
1404,261,236,25,234,7.53,0.0,90.42
1405,261,239,22,236,8.99,26.19,91.57
1406,261,238,23,237,8.01,0.04,91.19
1407,261,228,33,227,6.18,0.0,87.36
1408,261,238,23,238,10.13,268.42,91.19
1409,261,229,32,229,6.09,0.0,87.74
1410,261,228,33,227,6.4,0.0,87.36
1411,261,226,35,225,6.29,0.0,86.59
1412,261,239,22,239,7.26,0.0,91.57
1413,261,231,30,231,6.52,0.0,88.51
1414,261,246,15,245,9.59,146.16,94.25
1415,261,232,29,231,10.51,350.64,88.89
1416,261,237,24,236,10.4,331.97,90.8
1417,261,235,26,235,8.37,0.68,90.04
1418,261,242,19,242,6.71,0.0,92.72
1419,261,240,21,239,8.53,1.38,91.95
1420,261,231,30,230,7.5,0.0,88.51
1421,261,226,35,226,6.09,0.0,86.59
1422,261,229,32,229,5.99,0.0,87.74
1423,261,237,24,237,7.78,0.0,90.8
1424,261,237,24,234,7.99,0.0,90.8
1425,261,227,34,227,6.2,0.0,86.97
1426,261,237,24,234,6.7,0.0,90.8
1427,261,230,31,230,8.53,2.57,88.12
1428,261,232,29,231,9.09,39.86,88.89
1429,261,232,29,230,7.01,0.0,88.89
1430,261,240,21,240,7.79,0.0,91.95
1431,261,229,32,229,6.59,0.0,87.74
1432,261,231,30,231,6.42,0.0,88.51
1433,261,245,16,243,7.59,0.0,93.87
1434,261,242,19,241,7.49,0.0,92.72
1435,261,240,21,240,10.13,272.33,91.95
1436,261,233,28,232,6.88,0.0,89.27
1437,261,243,18,243,5.99,0.0,93.1
1438,261,240,21,240,6.18,0.0,91.95
1439,261,242,19,241,6.95,0.0,92.72
1440,261,238,23,236,6.32,0.0,91.19
1441,261,242,19,241,5.99,0.0,92.72
1442,261,239,22,238,8.35,0.27,91.57
1443,261,239,22,238,7.41,0.0,91.57
1444,261,234,27,232,6.37,0.0,89.66
1445,261,231,30,230,6.72,0.0,88.51
1446,261,232,29,232,7.7,0.0,88.89
1447,261,231,30,230,10.88,435.41,88.51
1448,261,232,29,232,9.29,74.51,88.89
1449,261,240,21,240,7.1,0.0,91.95
1450,261,236,25,235,8.8,8.64,90.42
1451,261,245,16,243,7.99,0.0,93.87
1452,261,240,21,239,10.2,287.01,91.95
1453,261,238,23,237,6.32,0.0,91.19
1454,261,240,21,239,6.24,0.0,91.95
1455,261,243,18,242,6.11,0.0,93.1
1456,261,241,20,239,7.43,0.0,92.34
1457,261,235,26,235,6.91,0.0,90.04
1458,261,236,25,236,7.31,0.0,90.42
1459,261,228,33,226,6.79,0.0,87.36
1460,261,235,26,235,6.43,0.0,90.04
1461,261,234,27,234,7.56,0.0,89.66
1462,261,228,33,227,8.01,0.0,87.36
1463,261,231,30,230,7.12,0.0,88.51
1464,261,232,29,232,7.39,0.0,88.89
1465,261,239,22,236,7.3,0.0,91.57
1466,261,242,19,241,8.49,1.0,92.72
1467,261,236,25,236,6.1,0.0,90.42
1468,261,243,18,241,7.7,0.0,93.1
1469,261,246,15,245,9.52,128.84,94.25
1470,261,228,33,228,7.04,0.0,87.36
1471,261,233,28,232,7.41,0.0,89.27
1472,261,231,30,230,7.66,0.0,88.51
1473,261,241,20,240,6.99,0.0,92.34
1474,261,231,30,230,7.2,0.0,88.51
1475,261,229,32,229,8.01,0.0,87.74
1476,261,233,28,233,10.77,413.57,89.27
1477,261,228,33,225,6.91,0.0,87.36
1478,261,237,24,236,6.72,0.0,90.8
1479,261,228,33,228,7.21,0.0,87.36
1480,261,233,28,232,7.13,0.0,89.27
1481,261,230,31,228,8.4,0.26,88.12
1482,261,233,28,233,7.08,0.0,89.27
1483,261,241,20,241,9.3,77.95,92.34
1484,261,242,19,242,9.45,109.96,92.72
1485,261,230,31,229,6.12,0.0,88.12
1486,261,243,18,243,6.7,0.0,93.1
1487,261,236,25,236,6.6,0.0,90.42
1488,261,237,24,236,11.02,478.64,90.8
1489,261,231,30,230,6.98,0.0,88.51
1490,261,242,19,241,9.29,77.25,92.72
1491,261,241,20,239,7.6,0.0,92.34
1492,261,240,21,239,5.98,0.0,91.95
1493,261,237,24,236,8.41,0.56,90.8
1494,261,230,31,227,6.79,0.0,88.12
1495,261,240,21,239,7.06,0.0,91.95
1496,261,232,29,232,9.41,98.51,88.89
1497,261,237,24,236,11.01,477.51,90.8
1498,261,233,28,232,7.63,0.0,89.27
1499,261,231,30,229,11.0,462.13,88.51
1500,261,242,19,241,6.82,0.0,92.72
1501,261,233,28,233,10.11,258.62,89.27
1502,261,244,17,241,6.7,0.0,93.49
1503,261,242,19,240,10.49,359.97,92.72
1504,261,229,32,227,6.19,0.0,87.74
1505,261,235,26,233,6.61,0.0,90.04
1506,261,247,14,247,10.26,311.29,94.64
1507,261,243,18,242,10.0,241.9,93.1
1508,261,238,23,235,5.99,0.0,91.19
1509,261,232,29,231,6.82,0.0,88.89
1510,261,232,29,231,7.72,0.0,88.89
1511,261,232,29,232,7.19,0.0,88.89
1512,261,230,31,229,7.57,0.0,88.12
1513,261,230,31,229,6.88,0.0,88.12
1514,261,238,23,237,6.99,0.0,91.19
1515,261,243,18,240,7.17,0.0,93.1
1516,261,233,28,232,7.16,0.0,89.27
1517,261,232,29,232,7.6,0.0,88.89
1518,261,231,30,230,7.82,0.0,88.51
1519,261,229,32,227,6.99,0.0,87.74
1520,261,227,34,227,6.9,0.0,86.97
1521,261,237,24,235,10.92,455.1,90.8
1522,261,245,16,243,9.11,44.96,93.87
1523,261,229,32,229,6.79,0.0,87.74
1524,261,242,19,242,7.29,0.0,92.72
1525,261,241,20,239,8.6,1.92,92.34
1526,261,234,27,233,6.79,0.0,89.66
1527,261,239,22,239,10.98,473.34,91.57
1528,261,243,18,243,7.72,0.0,93.1
1529,261,242,19,241,9.97,234.99,92.72
1530,261,241,20,239,7.88,0.0,92.34
1531,261,245,16,245,10.71,419.86,93.87
1532,261,230,31,229,10.54,353.58,88.12
1533,261,244,17,244,10.1,268.67,93.49
1534,261,234,27,232,6.6,0.0,89.66
1535,261,229,32,229,7.52,0.0,87.74
1536,261,230,31,229,10.71,393.56,88.12
1537,261,235,26,234,6.2,0.0,90.04
1538,261,232,29,232,6.61,0.0,88.89
1539,261,235,26,232,6.06,0.0,90.04
1540,261,235,26,235,10.01,236.6,90.04
1541,261,232,29,232,7.39,0.0,88.89
1542,261,246,15,244,6.53,0.0,94.25
1543,261,230,31,227,6.35,0.0,88.12
1544,261,233,28,232,9.28,71.25,89.27
1545,261,226,35,225,6.09,0.0,86.59
1546,261,240,21,238,7.2,0.0,91.95
1547,261,244,17,242,7.11,0.0,93.49
1548,261,237,24,237,9.91,214.65,90.8
1549,261,246,15,246,10.49,367.05,94.25
1550,261,236,25,236,6.91,0.0,90.42
1551,261,236,25,235,7.62,0.0,90.42
1552,261,225,36,224,6.11,0.0,86.21
1553,261,240,21,240,6.0,0.0,91.95
1554,261,245,16,244,9.01,27.78,93.87
1555,261,229,32,229,10.41,323.83,87.74
1556,261,231,30,231,8.42,0.63,88.51
1557,261,229,32,227,7.91,0.0,87.74
1558,261,241,20,240,7.07,0.0,92.34
1559,261,245,16,244,9.71,173.78,93.87
1560,261,238,23,237,7.82,0.0,91.19
1561,261,229,32,229,6.29,0.0,87.74
1562,261,237,24,236,6.32,0.0,90.8
1563,261,231,30,230,8.81,12.28,88.51
1564,261,243,18,241,7.73,0.0,93.1
1565,261,233,28,233,7.29,0.0,89.27
1566,261,237,24,235,10.8,427.38,90.8
1567,261,237,24,237,10.4,332.03,90.8
1568,261,235,26,235,5.98,0.0,90.04
1569,261,242,19,241,6.1,0.0,92.72
1570,261,242,19,241,8.1,0.0,92.72
1571,261,241,20,241,7.29,0.0,92.34
1572,261,233,28,233,7.08,0.0,89.27
1573,261,239,22,239,6.31,0.0,91.57
1574,261,237,24,237,8.09,0.0,90.8
1575,261,238,23,238,7.98,0.0,91.19
1576,261,242,19,241,10.5,361.96,92.72
1577,261,240,21,240,8.02,0.0,91.95
1578,261,243,18,240,6.11,0.0,93.1
1579,261,232,29,232,7.57,0.0,88.89
1580,261,245,16,242,6.92,0.0,93.87
1581,261,231,30,230,9.31,76.58,88.51
1582,261,230,31,230,10.8,414.53,88.12
1583,261,241,20,240,5.99,0.0,92.34
1584,261,241,20,241,7.79,0.0,92.34
1585,261,241,20,241,7.71,0.0,92.34
1586,261,226,35,225,6.21,0.0,86.59
1587,261,235,26,235,7.09,0.0,90.04
1588,261,230,31,230,7.8,0.0,88.12
1589,261,239,22,238,7.6,0.0,91.57
1590,261,227,34,225,6.01,0.0,86.97
1591,261,236,25,233,9.08,40.44,90.42
1592,261,230,31,229,8.69,5.25,88.12
1593,261,235,26,235,10.01,238.37,90.04
1594,261,230,31,227,6.9,0.0,88.12
1595,261,228,33,227,7.02,0.0,87.36
1596,261,231,30,230,6.26,0.0,88.51
1597,261,228,33,228,6.4,0.0,87.36
1598,261,237,24,237,8.19,0.21,90.8
1599,261,239,22,239,6.46,0.0,91.57
1600,261,237,24,237,6.68,0.0,90.8
1601,261,232,29,231,7.48,0.0,88.89
1602,261,243,18,241,9.92,223.97,93.1
1603,261,228,33,228,7.36,0.0,87.36
1604,261,233,28,232,7.51,0.0,89.27
1605,261,238,23,238,5.98,0.0,91.19
1606,261,245,16,245,6.87,0.0,93.87
1607,261,244,17,244,6.07,0.0,93.49
1608,261,241,20,240,7.73,0.0,92.34
1609,261,230,31,230,8.94,19.52,88.12
1610,261,237,24,236,10.9,450.89,90.8
1611,261,234,27,231,10.74,406.37,89.66
1612,261,228,33,226,7.13,0.0,87.36
1613,261,233,28,232,9.02,32.36,89.27
1614,261,232,29,231,7.39,0.0,88.89
1615,261,229,32,228,7.59,0.0,87.74
1616,261,232,29,230,6.64,0.0,88.89
1617,261,241,20,239,6.21,0.0,92.34
1618,261,233,28,230,6.49,0.0,89.27
1619,261,232,29,231,8.2,0.0,88.89
1620,261,234,27,233,6.78,0.0,89.66
1621,261,242,19,242,7.31,0.0,92.72
1622,261,244,17,243,6.82,0.0,93.49
1623,261,239,22,237,7.29,0.0,91.57
1624,261,237,24,236,6.16,0.0,90.8
1625,261,233,28,233,7.6,0.0,89.27
1626,261,237,24,237,6.61,0.0,90.8
1627,261,245,16,245,10.6,392.9,93.87
1628,261,242,19,241,6.18,0.0,92.72
1629,261,236,25,235,8.65,2.9,90.42
1630,261,237,24,235,6.01,0.0,90.8
1631,261,229,32,226,6.27,0.0,87.74
1632,261,233,28,233,7.88,0.19,89.27
1633,261,234,27,233,7.19,0.0,89.66
1634,261,245,16,242,6.61,0.0,93.87
1635,261,239,22,238,7.88,0.0,91.57
1636,261,239,22,237,6.68,0.0,91.57
1637,261,239,22,238,6.34,0.0,91.57
1638,261,234,27,233,7.2,0.0,89.66
1639,261,226,35,225,6.26,0.0,86.59
1640,261,227,34,227,7.21,0.0,86.97
1641,261,231,30,231,7.8,0.0,88.51
1642,261,238,23,236,6.79,0.0,91.19
1643,261,232,29,232,6.53,0.0,88.89
1644,261,242,19,241,7.68,0.0,92.72
1645,261,241,20,239,7.61,0.0,92.34
1646,261,245,16,244,9.22,62.46,93.87
1647,261,243,18,243,6.41,0.0,93.1
1648,261,241,20,239,8.51,1.73,92.34
1649,261,237,24,236,7.02,0.0,90.8
1650,261,240,21,239,6.54,0.0,91.95
1651,261,237,24,236,8.91,17.93,90.8
1652,261,243,18,242,6.61,0.0,93.1
1653,261,242,19,241,10.99,480.75,92.72
1654,261,246,15,243,7.78,0.0,94.25
1655,261,231,30,231,7.23,0.0,88.51
1656,261,235,26,233,6.45,0.0,90.04
1657,261,233,28,233,6.8,0.0,89.27
1658,261,242,19,239,7.37,0.0,92.72
1659,261,230,31,229,6.22,0.0,88.12
1660,261,230,31,229,5.99,0.0,88.12
1661,261,233,28,232,7.32,0.0,89.27
1662,261,240,21,237,7.12,0.0,91.95
1663,261,244,17,243,8.68,4.37,93.49
1664,261,235,26,235,10.77,416.97,90.04
1665,261,228,33,227,7.43,0.0,87.36
1666,261,243,18,242,9.17,55.1,93.1
1667,261,232,29,232,7.4,0.0,88.89
1668,261,238,23,238,7.38,0.0,91.19
1669,261,229,32,229,6.71,0.0,87.74
1670,261,245,16,244,9.18,54.84,93.87
1671,261,239,22,238,6.91,0.0,91.57
1672,261,232,29,230,9.31,78.38,88.89
1673,261,235,26,234,6.0,0.0,90.04
1674,261,242,19,242,6.31,0.0,92.72
1675,261,227,34,226,6.44,0.0,86.97
1676,261,244,17,244,8.71,8.04,93.49
1677,261,242,19,241,7.42,0.0,92.72
1678,261,233,28,230,6.17,0.0,89.27
1679,261,227,34,227,7.72,0.0,86.97
1680,261,230,31,228,7.49,0.0,88.12
1681,261,244,17,243,9.08,37.2,93.49
1682,261,235,26,234,6.01,0.0,90.04
1683,261,232,29,231,5.97,0.0,88.89
1684,261,228,33,228,6.02,0.0,87.36
1685,261,231,30,231,6.89,0.0,88.51
1686,261,244,17,244,10.8,438.59,93.49
1687,261,235,26,234,9.01,28.12,90.04
1688,261,228,33,226,7.38,0.0,87.36
1689,261,242,19,241,6.79,0.0,92.72
1690,261,242,19,241,6.77,0.0,92.72
1691,261,243,18,241,7.41,0.0,93.1
1692,261,232,29,232,10.8,416.79,88.89
1693,261,231,30,231,6.95,0.0,88.51
1694,261,235,26,235,8.88,14.68,90.04
1695,261,227,34,226,6.7,0.0,86.97
1696,261,246,15,245,7.86,0.0,94.25
1697,261,239,22,238,6.29,0.0,91.57
1698,261,231,30,231,7.85,0.0,88.51
1699,261,243,18,243,8.91,20.55,93.1
1700,261,239,22,239,7.09,0.0,91.57
1701,261,239,22,239,7.51,0.0,91.57
1702,261,238,23,236,8.72,6.89,91.19
1703,261,233,28,231,6.79,0.0,89.27
1704,261,234,27,233,9.14,48.28,89.66
1705,261,234,27,232,7.01,0.0,89.66
1706,261,245,16,244,6.7,0.0,93.87
1707,261,230,31,230,8.38,0.1,88.12
1708,261,241,20,239,6.51,0.0,92.34
1709,261,231,30,231,7.2,0.0,88.51
1710,261,238,23,238,8.65,5.8,91.19
1711,261,238,23,237,6.0,0.0,91.19
1712,261,231,30,229,7.33,0.0,88.51
1713,261,245,16,245,9.39,100.76,93.87
1714,261,229,32,228,7.31,0.0,87.74
1715,261,240,21,240,7.11,0.0,91.95
1716,261,228,33,227,7.4,0.0,87.36
1717,261,240,21,239,7.62,0.0,91.95
1718,261,231,30,230,10.01,232.17,88.51
1719,261,231,30,229,6.18,0.0,88.51
1720,261,227,34,226,6.8,0.0,86.97
1721,261,234,27,234,6.73,0.0,89.66
1722,261,240,21,239,7.5,0.0,91.95
1723,261,232,29,232,6.4,0.0,88.89
1724,261,240,21,239,10.71,409.31,91.95
1725,261,229,32,228,7.0,0.0,87.74
1726,261,241,20,241,8.61,4.18,92.34
1727,261,237,24,237,10.42,337.18,90.8
1728,261,243,18,241,6.67,0.0,93.1
1729,261,241,20,240,7.07,0.0,92.34
1730,261,243,18,243,7.71,0.0,93.1
1731,261,243,18,241,6.81,0.0,93.1
1732,261,239,22,238,7.78,0.0,91.57
1733,261,239,22,238,7.12,0.0,91.57
1734,261,235,26,234,8.94,21.49,90.04
1735,261,239,22,238,7.57,0.0,91.57
1736,261,233,28,233,9.12,45.71,89.27
1737,261,239,22,237,6.78,0.0,91.57
1738,261,242,19,242,7.5,0.0,92.72
1739,261,242,19,241,6.74,0.0,92.72
1740,261,242,19,241,7.89,0.0,92.72
1741,261,231,30,231,8.21,0.15,88.51
1742,261,230,31,229,7.2,0.0,88.12
1743,261,238,23,238,6.45,0.0,91.19
1744,261,245,16,245,7.89,0.0,93.87
1745,261,231,30,229,6.68,0.0,88.51
1746,261,238,23,238,8.57,3.42,91.19
1747,261,233,28,233,6.81,0.0,89.27
1748,261,243,18,241,7.71,0.0,93.1
1749,261,230,31,228,6.6,0.0,88.12
1750,261,238,23,238,7.41,0.0,91.19
1751,261,239,22,239,6.24,0.0,91.57
1752,261,227,34,226,7.41,0.0,86.97
1753,261,241,20,238,8.1,0.0,92.34
1754,261,236,25,236,5.98,0.0,90.42
1755,261,229,32,228,9.84,192.66,87.74
1756,261,238,23,237,6.12,0.0,91.19
1757,261,230,31,230,8.3,0.07,88.12
1758,261,245,16,242,7.52,0.0,93.87
1759,261,225,36,223,6.43,0.0,86.21
1760,261,244,17,244,9.96,233.61,93.49
1761,261,232,29,230,7.12,0.0,88.89
1762,261,232,29,229,6.39,0.0,88.89
1763,261,244,17,243,7.81,0.0,93.49
1764,261,238,23,238,6.29,0.0,91.19
1765,261,239,22,236,7.1,0.0,91.57
1766,261,246,15,242,8.8,11.17,94.25
1767,261,243,18,241,7.49,0.0,93.1
1768,261,246,15,245,7.07,0.0,94.25
1769,261,230,31,230,6.33,0.0,88.12
1770,261,236,25,234,7.08,0.0,90.42
1771,261,245,16,244,7.81,0.0,93.87
1772,261,245,16,245,10.87,459.29,93.87
1773,261,232,29,230,6.17,0.0,88.89
1774,261,227,34,226,6.0,0.0,86.97
1775,261,244,17,244,9.99,241.15,93.49
1776,261,240,21,239,7.72,0.0,91.95
1777,261,231,30,231,5.99,0.0,88.51
1778,261,245,16,245,8.0,0.0,93.87
1779,261,235,26,235,10.01,237.28,90.04
1780,261,232,29,232,7.8,0.0,88.89
1781,261,230,31,229,8.05,0.0,88.12
1782,261,240,21,240,7.4,0.0,91.95
1783,261,231,30,231,7.25,0.0,88.51
1784,261,227,34,227,7.09,0.0,86.97
1785,261,236,25,234,6.28,0.0,90.42
1786,261,234,27,233,6.2,0.0,89.66
1787,261,231,30,230,6.2,0.0,88.51
1788,261,230,31,230,8.9,15.21,88.12
1789,261,242,19,241,6.81,0.0,92.72
1790,261,231,30,229,9.5,116.13,88.51
1791,261,246,15,246,10.82,448.19,94.25
1792,261,235,26,234,6.89,0.0,90.04
1793,261,238,23,237,7.8,0.0,91.19
1794,261,230,31,228,7.19,0.0,88.12
1795,261,236,25,231,6.37,0.0,90.42
1796,261,230,31,227,7.89,0.0,88.12
1797,261,231,30,231,7.82,0.0,88.51
1798,261,245,16,243,8.0,0.04,93.87
1799,261,233,28,231,6.75,0.0,89.27
1800,261,236,25,233,6.06,0.0,90.42
1801,261,241,20,239,6.36,0.0,92.34
1802,261,246,15,246,10.67,411.85,94.25
1803,261,229,32,228,6.99,0.0,87.74
1804,261,230,31,228,8.02,0.0,88.12
1805,261,234,27,231,9.5,118.41,89.66
1806,261,242,19,242,7.69,0.0,92.72
1807,261,232,29,231,7.69,0.0,88.89
1808,261,240,21,238,8.9,16.21,91.95
1809,261,243,18,242,7.76,0.0,93.1
1810,261,234,27,233,10.5,350.54,89.66
1811,261,233,28,232,6.22,0.0,89.27
1812,261,231,30,230,6.59,0.0,88.51
1813,261,244,17,244,7.99,0.0,93.49
1814,261,239,22,239,6.91,0.0,91.57
1815,261,245,16,244,9.4,102.57,93.87
1816,261,233,28,233,6.6,0.0,89.27
1817,261,234,27,234,7.63,0.0,89.66
1818,261,231,30,228,7.59,0.0,88.51
1819,261,230,31,228,6.91,0.0,88.12
1820,261,230,31,229,6.31,0.0,88.12
1821,261,244,17,243,6.39,0.0,93.49
1822,261,236,25,232,7.29,0.0,90.42
1823,261,245,16,245,10.53,373.72,93.87
1824,261,229,32,228,7.02,0.0,87.74
1825,261,244,17,243,9.91,222.41,93.49
1826,261,239,22,237,6.91,0.0,91.57
1827,261,231,30,229,8.01,0.0,88.51
1828,261,230,31,230,7.25,0.0,88.12
1829,261,239,22,237,6.08,0.0,91.57
1830,261,234,27,234,6.3,0.0,89.66
1831,261,230,31,229,6.38,0.0,88.12
1832,261,228,33,226,6.02,0.0,87.36
1833,261,229,32,228,6.9,0.0,87.74
1834,261,238,23,236,9.71,169.33,91.19
1835,261,230,31,230,7.83,0.0,88.12
1836,261,233,28,232,6.38,0.0,89.27
1837,261,238,23,237,10.36,324.6,91.19
1838,261,228,33,228,8.49,0.33,87.36
1839,261,241,20,239,6.63,0.0,92.34
1840,261,235,26,234,7.63,0.0,90.04
1841,261,242,19,241,6.1,0.0,92.72
1842,261,243,18,242,6.29,0.0,93.1
1843,261,226,35,224,6.47,0.0,86.59
1844,261,247,14,247,10.99,492.01,94.64
1845,261,243,18,239,8.01,0.0,93.1
1846,261,233,28,233,7.61,0.0,89.27
1847,261,236,25,235,10.4,329.48,90.42
1848,261,232,29,231,8.78,7.82,88.89
1849,261,238,23,237,9.97,232.02,91.19
1850,261,227,34,226,7.9,0.0,86.97
1851,261,235,26,234,7.78,0.0,90.04
1852,261,236,25,232,7.52,0.0,90.42
1853,261,235,26,233,7.59,0.0,90.04
1854,261,237,24,237,6.82,0.0,90.8
1855,261,242,19,239,6.94,0.0,92.72
1856,261,237,24,237,9.6,142.11,90.8
1857,261,230,31,228,10.1,252.34,88.12
1858,261,246,15,246,9.41,102.79,94.25
