EmployeeID,ProjectID,RoleInProject,HoursWorked,CompletionStatus,ProjectScore
2252,15,Designer,248.8,In Progress,6.36
2252,2,Designer,121.4,In Progress,8.9
2253,10,Lead,153.8,In Progress,7.96
2254,14,Coordinator,356.3,Completed,7.7
2255,10,Lead,325.3,In Progress,6.07
2256,5,QA,379.5,Completed,9.75
2256,8,Lead,124.4,Completed,8.71
2257,13,QA,362.4,In Progress,7.53
2258,4,Coordinator,279.2,In Progress,8.95
2258,3,Designer,76.5,In Progress,7.5
2259,11,QA,317.1,In Progress,5.02
2259,12,Manager,295.3,Delayed,9.2
2259,6,QA,331.5,Delayed,5.11
2260,12,Developer,306.8,In Progress,8.5
2261,13,QA,389.3,Completed,7.11
2261,9,Lead,140.1,Completed,8.03
2261,12,Lead,134.8,Completed,5.68
2262,6,Developer,362.9,In Progress,9.0
2262,13,QA,214.9,In Progress,8.47
2263,10,Lead,182.2,Completed,8.9
2264,14,Developer,278.9,Completed,8.84
2264,11,QA,378.3,Completed,6.43
2265,12,QA,357.6,Completed,9.69
2265,11,QA,46.3,Delayed,6.73
2266,10,Designer,308.2,In Progress,5.85
2266,4,Developer,246.4,Completed,5.56
2266,15,QA,302.2,Delayed,5.46
2267,6,Designer,361.7,In Progress,5.42
2267,11,QA,342.6,Delayed,8.19
2267,1,Lead,188.8,Completed,8.52
2268,8,Developer,142.1,Completed,7.71
2268,5,Analyst,327.4,Delayed,7.21
2268,1,Lead,346.3,Delayed,7.6
2269,8,Designer,223.6,Delayed,5.18
2269,12,Coordinator,59.6,Delayed,5.79
2270,4,Developer,289.3,In Progress,9.17
2270,1,Analyst,130.1,Delayed,6.07
2271,1,Designer,92.4,Completed,8.45
2271,9,Designer,280.5,Completed,9.42
2272,2,Coordinator,63.7,Completed,9.62
2272,12,QA,136.8,Delayed,7.97
2273,10,QA,107.9,Delayed,8.44
2273,13,Lead,309.9,Completed,8.63
2273,7,Manager,328.0,In Progress,6.74
2274,7,Designer,112.0,In Progress,5.91
2274,12,QA,320.4,In Progress,8.11
2275,10,Manager,397.0,Completed,9.36
2276,10,Lead,180.9,Delayed,5.6
2276,2,Analyst,197.4,Completed,9.18
2277,13,Analyst,105.9,In Progress,9.29
2278,15,Coordinator,357.5,Completed,7.53
2278,13,Analyst,173.7,Completed,5.46
2279,1,Manager,162.1,In Progress,9.64
2279,8,Coordinator,101.9,Delayed,6.75
2279,3,Manager,185.2,Completed,8.08
2280,4,Analyst,306.6,In Progress,6.98
2281,15,Developer,383.4,In Progress,8.72
2281,14,Analyst,377.0,Completed,7.81
2281,1,Analyst,346.8,In Progress,5.56
2282,12,Coordinator,316.8,Completed,8.78
2282,5,Manager,260.5,In Progress,9.55
2283,2,Lead,337.8,In Progress,8.37
2284,13,Manager,98.0,Delayed,6.07
2284,8,Designer,80.4,Completed,9.94
2285,11,Designer,318.0,Delayed,6.12
2285,15,Developer,294.3,In Progress,8.71
2286,2,Lead,323.0,In Progress,7.15
2286,4,Analyst,248.4,Delayed,6.77
2286,14,Lead,301.8,Completed,7.85
2287,15,Coordinator,82.5,In Progress,8.42
2288,5,Designer,392.1,Completed,9.39
2289,10,QA,121.7,In Progress,7.06
2290,3,Developer,143.7,Delayed,5.42
2290,5,QA,72.0,Completed,8.54
2291,8,Coordinator,44.3,Delayed,8.43
2292,2,QA,322.7,Delayed,9.49
2292,15,QA,361.5,In Progress,7.87
2292,13,QA,204.3,Completed,8.41
2293,10,Coordinator,160.8,Delayed,6.06
2293,6,Developer,64.9,Delayed,5.21
2293,12,QA,97.9,In Progress,5.87
2294,8,Coordinator,234.9,Delayed,7.82
2295,11,Designer,237.2,Completed,8.29
2296,3,Developer,398.1,In Progress,5.74
2296,10,Analyst,118.1,In Progress,5.58
2297,5,Developer,211.7,Completed,7.28
2297,11,Lead,51.7,Delayed,8.02
2297,4,Coordinator,67.0,Completed,8.68
2298,12,Manager,171.4,In Progress,7.68
2299,4,Developer,74.9,In Progress,8.76
2300,6,Lead,83.3,Completed,7.61
2300,15,Designer,283.0,In Progress,7.49
2301,8,Coordinator,350.4,Delayed,8.27
2301,12,Analyst,47.4,Completed,6.59
2302,1,Manager,373.2,In Progress,8.53
2303,1,Lead,380.9,In Progress,5.17
2303,7,Lead,242.9,Delayed,5.14
2303,3,Lead,280.4,Completed,6.46
2304,10,Developer,198.4,Delayed,9.43
2304,14,Designer,190.8,In Progress,7.51
2304,8,Designer,294.6,Completed,7.65
2305,8,Designer,256.2,Completed,5.87
2305,1,QA,215.0,Delayed,6.92
2305,14,QA,93.7,Delayed,7.28
2306,14,QA,66.6,Delayed,7.9
2306,2,Manager,202.5,Completed,6.63
2306,10,Coordinator,192.2,Delayed,7.63
2307,10,Designer,94.3,Delayed,9.35
2307,12,Developer,57.3,Completed,9.53
2307,11,QA,319.4,Completed,8.7
2308,15,Analyst,364.5,Completed,7.74
2309,6,Developer,188.6,Completed,7.6
2309,1,Manager,346.9,Completed,6.61
2310,11,Designer,277.2,Completed,6.99
2311,2,Designer,365.3,In Progress,8.51
2311,8,Manager,268.3,Completed,8.88
2312,12,Coordinator,346.3,Delayed,6.55
2312,15,Designer,327.2,Delayed,6.12
2312,1,Developer,232.9,Delayed,6.76
2313,9,Designer,104.9,Completed,8.5
2313,10,Analyst,373.8,In Progress,5.65
2314,8,Developer,271.5,Completed,8.31
2314,14,Analyst,51.6,Delayed,6.54
2314,9,Analyst,190.7,Delayed,7.18
2315,5,QA,49.6,In Progress,5.89
2316,5,Coordinator,86.9,In Progress,7.01
2317,5,Manager,279.1,Completed,5.47
2317,2,Designer,133.2,Completed,7.17
2318,3,Coordinator,185.3,In Progress,5.35
2319,13,Analyst,58.8,Completed,9.84
2320,9,Developer,147.7,Completed,5.1
2320,1,QA,363.8,Completed,7.46
2321,12,Developer,47.8,In Progress,5.8
2321,11,Designer,44.4,Completed,8.94
2322,13,Lead,329.1,Completed,7.59
2322,2,Analyst,280.6,Delayed,9.54
2322,6,Lead,91.7,Completed,5.46
2323,12,Analyst,252.7,Delayed,9.14
2323,3,Designer,230.2,Delayed,6.63
2323,1,QA,274.4,Delayed,6.78
2324,4,Developer,244.0,Completed,9.17
2324,8,Lead,89.6,In Progress,5.34
2324,5,Developer,177.3,In Progress,9.55
2325,6,Manager,287.7,In Progress,7.22
2325,7,Designer,243.5,Completed,6.25
2325,13,Lead,373.7,In Progress,6.51
2326,15,Developer,86.9,In Progress,5.63
2327,7,Lead,79.1,Delayed,5.74
2327,5,Analyst,105.8,Completed,5.85
2327,9,Designer,270.0,Delayed,6.15
2328,15,Lead,182.8,Delayed,5.91
2328,14,QA,156.3,Delayed,8.41
2328,3,Lead,181.5,Delayed,7.75
2329,11,Lead,288.5,Delayed,7.57
2329,10,Analyst,228.4,In Progress,8.51
2329,6,QA,79.8,Completed,5.42
2330,4,Developer,255.5,In Progress,9.15
2330,11,Designer,227.9,Completed,9.45
2331,10,Analyst,140.1,In Progress,6.03
2331,2,Coordinator,369.2,Completed,9.39
2331,9,Manager,251.0,Completed,7.01
2332,7,Manager,179.6,Delayed,9.98
2332,4,QA,167.6,In Progress,6.39
2333,14,QA,323.2,In Progress,5.35
2333,7,Lead,349.5,In Progress,7.53
2333,1,QA,121.0,Delayed,9.57
2334,13,Coordinator,361.3,Completed,8.13
2334,8,QA,198.3,Delayed,8.41
2334,1,Developer,280.9,Completed,9.07
2335,7,Coordinator,118.1,Completed,6.03
2335,5,Coordinator,97.6,Completed,5.47
2336,10,Manager,150.9,Delayed,5.78
2336,3,Manager,178.7,Completed,7.4
2337,10,Analyst,158.2,Completed,8.08
2337,7,Lead,210.5,Completed,6.06
2338,8,Developer,371.5,Delayed,9.86
2338,14,Developer,191.1,In Progress,6.49
2339,15,Developer,302.9,Completed,7.79
2339,10,Lead,307.0,In Progress,8.22
2340,12,QA,118.5,Delayed,8.65
2340,11,Analyst,137.6,Completed,5.74
2341,4,Designer,208.6,Completed,8.99
2341,14,Manager,75.0,Delayed,7.29
2342,5,Analyst,154.2,In Progress,5.71
2343,13,Developer,65.2,In Progress,5.77
2343,2,QA,64.3,Completed,7.94
2344,13,Designer,326.6,Delayed,8.49
2344,6,Developer,237.8,In Progress,5.52
2344,2,Designer,376.9,Completed,8.88
2345,10,Coordinator,152.2,Delayed,8.24
2345,15,Analyst,233.7,Completed,8.27
2346,2,Analyst,86.2,In Progress,7.95
2346,14,Designer,366.0,In Progress,6.99
2347,1,Analyst,45.0,Completed,5.13
2347,9,Designer,377.5,In Progress,6.87
2347,14,Developer,380.7,In Progress,5.02
2348,11,Lead,395.0,Completed,6.92
2349,11,Lead,124.6,In Progress,5.83
2349,13,Coordinator,227.5,In Progress,7.79
2349,5,Developer,110.8,Completed,5.23
2350,2,Coordinator,80.7,Delayed,7.09
2351,1,Manager,161.6,In Progress,7.72
2351,5,Designer,351.1,In Progress,6.09
2352,7,Coordinator,386.8,Completed,7.25
2352,11,Manager,145.5,In Progress,9.58
2352,6,Coordinator,75.1,Delayed,5.65
2353,15,Analyst,152.0,Delayed,5.39
2353,4,Manager,261.0,In Progress,8.94
2354,9,Analyst,291.0,Delayed,7.25
2354,2,Designer,206.2,Delayed,6.63
2355,12,Manager,125.3,Completed,6.26
2355,3,Coordinator,337.9,In Progress,7.41
2355,6,Designer,374.1,In Progress,5.65
2356,12,QA,139.4,Completed,9.87
2356,10,Developer,197.2,In Progress,7.99
2356,13,QA,76.2,In Progress,5.99
2357,10,Lead,363.5,Delayed,6.13
2358,11,QA,362.6,In Progress,6.08
2359,2,Manager,226.9,In Progress,5.08
2360,14,Designer,340.4,In Progress,8.66
2360,8,Coordinator,51.2,Delayed,7.82
2361,6,Developer,372.9,In Progress,8.5
2361,2,Manager,314.8,Completed,9.28
2361,11,Designer,122.3,In Progress,7.96
2362,8,Manager,340.9,In Progress,8.81
2363,4,QA,274.1,In Progress,5.34
2363,9,QA,213.5,Delayed,6.2
2363,3,Manager,268.6,Completed,7.78
2364,14,Designer,114.6,Delayed,8.38
2365,6,Manager,227.6,Completed,7.2
2365,5,Lead,158.7,Delayed,8.22
2365,13,Developer,371.8,Delayed,8.71
2366,14,Designer,280.1,In Progress,6.88
2367,9,Developer,224.8,Delayed,6.24
2367,2,Lead,94.6,Completed,6.92
2367,8,Lead,77.6,In Progress,8.34
2368,1,Designer,380.2,Completed,9.37
2369,13,Developer,381.8,Completed,7.52
2369,10,Coordinator,237.4,Delayed,5.74
2369,3,Lead,236.6,Delayed,7.39
2370,12,Manager,328.3,Delayed,6.18
2371,1,Designer,399.7,Completed,5.36
2371,4,Developer,179.6,Completed,6.94
2371,7,QA,155.0,Delayed,7.14
2372,3,Designer,93.6,In Progress,8.21
2373,11,Lead,72.5,Completed,9.7
2373,2,Designer,88.0,Delayed,9.33
2373,12,Developer,222.0,Delayed,7.37
2374,2,Developer,386.3,Delayed,6.43
2374,3,Designer,380.9,Completed,5.7
2375,15,Designer,311.0,In Progress,6.42
2375,3,Lead,380.4,Completed,9.37
2376,15,Manager,176.3,Completed,9.61
2377,1,Designer,150.2,In Progress,9.51
2377,8,Lead,393.2,In Progress,8.44
2377,13,Lead,381.7,Completed,5.24
2378,10,QA,378.4,Completed,6.75
2378,1,Developer,326.6,Delayed,9.72
2379,6,Coordinator,261.2,Completed,5.08
2379,5,Designer,204.0,Delayed,9.49
2379,12,Lead,43.8,Delayed,9.98
2380,9,Manager,312.8,In Progress,5.26
2381,12,Coordinator,166.0,Delayed,6.18
2381,5,Developer,237.3,Delayed,5.11
2381,6,Analyst,180.7,Completed,8.17
2382,6,Analyst,142.2,Completed,6.42
2382,1,Designer,370.1,In Progress,8.95
2383,2,Analyst,268.5,In Progress,5.87
2384,2,QA,367.4,Completed,8.51
2384,6,Designer,141.9,Delayed,8.7
2384,7,QA,87.3,Completed,6.12
2385,6,Developer,386.5,Delayed,5.53
2386,11,Lead,113.0,In Progress,5.99
2387,2,Lead,324.3,Completed,8.73
2387,8,QA,103.6,In Progress,9.91
2388,2,Lead,197.9,In Progress,5.04
2389,9,QA,238.0,Completed,7.36
2390,14,Analyst,207.1,Completed,8.57
2391,4,Manager,120.8,In Progress,9.16
2391,8,Coordinator,130.9,Completed,5.96
2391,5,Manager,48.9,In Progress,8.81
2392,7,Lead,306.3,In Progress,9.09
2392,1,Coordinator,195.4,Completed,9.46
2392,12,Analyst,144.9,Delayed,6.6
2393,2,QA,87.2,Completed,9.53
2393,15,Analyst,73.8,Delayed,7.02
2393,11,Designer,273.1,In Progress,9.38
2394,3,QA,86.8,Delayed,5.57
2394,7,QA,249.9,In Progress,8.92
2395,5,Designer,61.2,In Progress,9.79
2395,7,Designer,201.2,Completed,8.02
2396,6,Developer,208.5,In Progress,7.21
2397,1,Coordinator,88.7,Completed,6.27
2398,4,Designer,309.4,In Progress,6.39
2398,11,Coordinator,65.5,Completed,7.92
2399,3,Manager,350.9,In Progress,9.9
2399,12,Lead,388.1,Delayed,6.57
2400,10,Manager,212.3,Completed,6.77
2401,14,Designer,356.6,Completed,9.73
2402,7,Lead,226.6,Completed,9.19
2402,8,Coordinator,276.0,Completed,5.91
2402,10,Developer,284.3,Delayed,6.65
2403,4,Manager,47.4,Delayed,6.19
2404,5,Developer,106.3,Delayed,7.18
2404,1,QA,209.8,In Progress,7.47
2405,12,QA,149.7,In Progress,7.19
2405,14,Coordinator,245.6,In Progress,9.14
2405,9,QA,232.5,In Progress,7.3
2406,7,Analyst,376.5,In Progress,5.69
2406,12,Manager,154.2,In Progress,6.39
2407,5,Lead,212.2,Completed,8.3
2407,7,Manager,49.9,Completed,6.65
2407,9,QA,271.0,Delayed,9.9
2408,11,Designer,225.6,In Progress,7.21
2408,13,Designer,326.1,Completed,10.0
2409,9,Analyst,43.1,Completed,9.67
2409,14,Designer,349.5,Completed,7.01
2409,6,Coordinator,296.9,Completed,7.7
2410,3,Designer,147.5,Completed,9.72
2410,13,Designer,302.0,Completed,7.33
2411,1,QA,301.4,Delayed,7.63
2412,5,Coordinator,49.9,Delayed,9.4
2413,12,Manager,226.5,In Progress,5.16
2413,11,QA,46.7,In Progress,6.38
2413,6,Designer,150.6,In Progress,5.56
2414,11,Lead,227.1,Completed,8.81
2414,4,Lead,268.4,Delayed,6.11
2414,15,Designer,300.9,Completed,7.85
2415,3,Lead,74.6,Completed,6.08
2416,13,Lead,82.6,In Progress,7.77
2417,10,Lead,388.6,Delayed,9.11
2417,9,Lead,279.4,In Progress,8.73
2417,5,Analyst,315.3,Completed,7.72
2418,10,Lead,175.4,In Progress,6.26
2418,2,Designer,351.4,Delayed,5.38
2418,3,Coordinator,114.1,Completed,5.19
2419,2,Coordinator,56.4,In Progress,7.12
2419,10,Developer,47.4,Delayed,9.15
2420,3,Coordinator,284.3,Completed,6.96
2420,6,QA,234.1,In Progress,7.25
2420,13,Developer,286.9,In Progress,8.42
2421,12,Manager,244.9,Delayed,8.5
2421,1,Developer,334.9,In Progress,9.48
2422,2,Coordinator,280.6,Completed,8.27
2423,4,Analyst,149.3,Delayed,8.62
2424,6,QA,202.3,In Progress,7.06
2425,7,QA,75.2,Completed,5.32
2425,1,Analyst,319.3,In Progress,9.0
2426,9,Developer,147.8,Completed,7.2
2426,7,Developer,324.0,Completed,7.0
2427,1,Lead,180.9,Delayed,5.34
2428,2,Manager,186.7,In Progress,8.43
2428,1,Analyst,70.5,In Progress,8.88
2429,12,Analyst,322.7,Delayed,8.36
2429,7,Lead,148.9,Delayed,9.92
2429,6,Manager,140.4,Delayed,7.74
2430,8,Developer,250.0,In Progress,9.72
2430,9,Manager,301.1,Completed,6.17
2431,2,Designer,265.1,In Progress,7.23
2431,6,Manager,101.9,In Progress,7.38
2432,9,Analyst,104.9,Completed,7.06
2433,13,Analyst,387.5,In Progress,5.92
2434,6,Coordinator,259.0,Completed,5.98
2434,2,Developer,388.2,Completed,7.41
2434,11,Coordinator,243.0,In Progress,8.82
2435,14,Lead,156.7,Delayed,6.76
2435,8,QA,332.9,Completed,6.21
2436,2,Designer,86.9,In Progress,9.98
2436,13,Analyst,273.4,Completed,5.18
2436,9,Designer,155.5,In Progress,8.21
2437,3,QA,138.8,Completed,5.69
2437,13,Developer,92.4,In Progress,8.83
2438,14,Analyst,349.4,Delayed,5.38
2439,10,Lead,139.3,Delayed,8.31
2439,2,Lead,297.8,Delayed,7.88
2439,4,Designer,321.2,Completed,9.35
2440,5,QA,216.6,Completed,9.06
2440,12,Lead,368.6,In Progress,6.24
2440,10,Coordinator,74.4,Delayed,9.02
2441,7,Designer,312.2,In Progress,6.13
2442,6,Developer,222.2,Completed,7.98
2442,5,QA,395.8,Delayed,7.42
2442,11,Lead,385.2,In Progress,8.7
2443,14,Developer,69.3,Delayed,5.36
2443,7,Lead,166.2,Completed,7.03
2444,7,Manager,147.4,In Progress,5.64
2445,13,Analyst,88.7,Completed,8.85
2445,11,Coordinator,274.8,In Progress,7.13
2446,12,Manager,387.0,Delayed,6.88
2446,15,Designer,298.6,In Progress,6.24
2446,5,Designer,196.8,Delayed,7.01
2447,14,Manager,153.0,In Progress,6.64
2448,3,Manager,252.2,Delayed,8.39
2448,10,Manager,334.2,In Progress,8.07
2449,5,Analyst,308.7,In Progress,5.27
2450,9,Manager,134.6,Completed,9.2
2450,10,Designer,63.5,Delayed,9.44
2451,2,Developer,265.3,Completed,8.97
2451,3,Designer,266.5,Completed,7.26
2452,2,Designer,96.4,In Progress,5.39
2452,5,Coordinator,67.3,Delayed,5.51
2453,6,Manager,123.8,Delayed,7.96
2453,8,Developer,215.1,Completed,5.79
2453,11,Lead,329.0,In Progress,9.0
2454,3,Designer,221.8,Delayed,8.04
2454,10,Analyst,84.8,In Progress,8.72
2455,4,Coordinator,192.0,Completed,8.99
2455,11,Analyst,40.4,Delayed,6.08
2455,5,Designer,289.9,Completed,5.1
2456,14,QA,152.9,In Progress,7.48
2456,8,Designer,52.6,Completed,9.85
2457,12,Coordinator,263.6,Completed,8.65
2457,4,Lead,198.9,In Progress,8.18
2458,6,Analyst,213.5,In Progress,9.11
2458,1,Coordinator,328.6,In Progress,5.46
2458,7,QA,308.5,Completed,5.46
2459,9,Developer,372.1,Delayed,5.38
2460,14,Designer,85.7,Completed,6.5
2460,13,Analyst,270.4,In Progress,6.39
2460,1,Designer,152.0,Completed,9.23
2461,5,Manager,398.4,In Progress,7.21
2461,2,Manager,303.4,Delayed,8.84
2462,1,Lead,51.5,In Progress,6.34
2462,12,Manager,299.9,In Progress,7.62
2462,9,Designer,61.5,Delayed,5.14
2463,12,Coordinator,151.1,Completed,5.01
2464,3,Designer,263.5,Delayed,6.44
2465,1,Analyst,159.0,Delayed,7.88
2465,9,Coordinator,184.1,In Progress,6.33
2465,4,Coordinator,47.7,Delayed,5.22
2466,12,Analyst,339.2,In Progress,8.5
2467,15,Analyst,95.5,Completed,6.63
2467,7,QA,78.7,Delayed,5.62
2467,13,Coordinator,306.3,Completed,7.64
2468,9,Designer,124.4,In Progress,7.97
2469,15,Designer,152.3,Completed,5.23
2470,13,Coordinator,101.7,Completed,8.38
2470,5,QA,329.0,Completed,7.96
2471,4,Designer,111.1,Delayed,9.22
2472,11,QA,61.9,Completed,6.88
2473,2,Analyst,157.7,Completed,7.02
2473,5,Designer,78.5,Delayed,8.64
2474,8,Lead,77.2,Delayed,5.95
2474,14,Coordinator,150.7,Delayed,8.96
2475,10,Coordinator,77.4,In Progress,6.36
2475,9,Manager,377.4,In Progress,8.81
2475,13,Coordinator,257.3,In Progress,7.31
2476,10,Lead,295.4,Delayed,6.29
2477,1,Developer,323.7,In Progress,7.67
2478,14,Analyst,224.3,Completed,8.45
2478,4,Developer,201.7,In Progress,6.23
2479,6,Coordinator,214.3,Delayed,7.04
2479,11,Lead,251.4,Delayed,5.96
2479,15,Developer,231.3,In Progress,9.37
2480,15,Lead,395.5,Completed,9.92
2481,12,Developer,121.9,In Progress,8.65
2481,11,Lead,100.7,Delayed,9.3
2482,7,Coordinator,311.1,In Progress,6.46
2482,13,Lead,232.8,In Progress,7.53
2482,6,Developer,383.0,In Progress,6.31
2483,3,Coordinator,122.7,In Progress,7.76
2483,10,Developer,206.2,Delayed,7.89
2484,9,Lead,189.4,Delayed,6.91
2484,7,Manager,399.2,Delayed,7.48
2485,10,Designer,237.2,Delayed,7.57
2486,8,Coordinator,186.4,In Progress,5.11
2487,3,Analyst,106.7,Delayed,9.76
2488,1,QA,153.4,In Progress,7.8
2488,8,Lead,107.0,In Progress,9.25
2488,14,Lead,327.5,In Progress,6.64
2489,4,Lead,204.8,Completed,7.16
2489,8,QA,322.8,Completed,9.61
2489,13,Analyst,66.7,In Progress,9.64
2490,8,Designer,45.2,In Progress,8.28
2490,9,Designer,40.0,Completed,5.19
2490,3,Analyst,145.5,Delayed,9.7
2491,13,Analyst,53.8,In Progress,8.92
2491,2,Analyst,227.0,Delayed,5.46
2491,10,QA,370.8,Delayed,6.91
2492,12,Analyst,158.3,In Progress,8.14
2493,9,Lead,389.0,In Progress,9.41
2493,1,Designer,97.5,Delayed,8.61
2494,8,Developer,341.9,Completed,8.39
2494,3,Analyst,303.1,Delayed,6.91
2494,10,Manager,367.5,Completed,9.18
2495,14,Analyst,124.3,In Progress,9.0
2496,10,Lead,84.6,Completed,6.2
2496,7,Designer,115.1,Completed,6.61
2497,10,QA,256.5,In Progress,7.27
2497,7,Lead,169.4,Delayed,5.21
2497,1,QA,146.4,Completed,5.63
2498,10,Coordinator,169.8,Completed,8.18
2498,15,Designer,100.2,Delayed,9.9
2499,4,Designer,255.7,Delayed,7.68
2499,2,Developer,370.3,Completed,5.95
2500,6,Developer,310.4,In Progress,7.52
2501,12,Coordinator,110.5,In Progress,6.85
2501,5,Manager,92.6,Completed,7.0
2502,11,Coordinator,212.2,Delayed,5.17
2503,8,Coordinator,341.8,In Progress,6.0
2503,1,QA,54.5,Delayed,5.03
2504,4,Coordinator,82.1,Completed,6.66
2504,13,Manager,284.7,Completed,9.32
2504,15,Lead,294.6,In Progress,7.51
2505,1,QA,74.1,Completed,7.06
2505,3,Manager,256.0,Completed,8.87
2505,13,Designer,247.1,Completed,7.6
2506,10,QA,319.5,Completed,7.59
2506,9,Manager,92.8,In Progress,9.2
2507,13,Developer,378.8,Delayed,9.59
2507,14,Developer,376.8,In Progress,9.75
2508,14,Analyst,331.7,Delayed,6.08
2508,9,Lead,116.8,Delayed,8.54
2509,14,Coordinator,355.0,Delayed,9.57
2509,13,Designer,139.2,Delayed,5.38
2510,10,Lead,387.6,In Progress,9.53
2510,2,QA,211.6,Completed,6.61
2510,11,Designer,382.2,Completed,8.49
2511,10,Coordinator,323.7,Delayed,6.5
2512,7,Analyst,43.0,Delayed,9.77
2512,6,Manager,292.3,Delayed,7.57
2512,5,Manager,109.0,Completed,6.5
2513,7,Analyst,144.2,Completed,8.51
2513,2,Lead,117.5,Delayed,6.83
2513,9,Designer,323.6,Completed,6.18
2514,12,Lead,194.2,In Progress,9.94
2514,1,Analyst,329.4,Completed,5.68
2514,5,Coordinator,297.0,In Progress,5.5
2515,12,Manager,369.1,Delayed,5.54
2515,1,Coordinator,357.6,Completed,8.45
2516,12,Lead,41.5,Completed,9.86
2516,2,Coordinator,370.9,In Progress,8.11
2516,3,Developer,219.9,Completed,7.14
2517,8,Manager,344.9,Completed,7.06
2517,15,Lead,255.3,Delayed,9.47
2518,12,Lead,361.6,Completed,7.7
2518,3,QA,360.4,Completed,8.65
2519,1,QA,260.0,Completed,5.13
2519,13,Designer,163.8,In Progress,7.5
2519,3,QA,75.8,In Progress,6.67
2520,1,Manager,176.1,In Progress,6.04
2520,5,Lead,99.4,Completed,8.02
2520,7,Developer,232.9,In Progress,8.41
2521,15,Lead,367.5,Delayed,7.95
2522,5,QA,193.5,Delayed,5.38
2522,1,Coordinator,205.1,In Progress,7.72
2523,8,Analyst,40.7,In Progress,5.17
2523,12,Coordinator,327.1,Delayed,5.1
2523,9,Lead,167.7,Delayed,5.18
2524,15,Lead,73.3,Delayed,8.48
2524,4,Coordinator,152.0,Completed,5.21
2524,12,Developer,169.2,In Progress,9.59
2525,11,Developer,185.9,Completed,6.61
2526,11,Lead,348.1,Delayed,5.48
2526,3,Analyst,291.4,Completed,5.36
2526,8,Manager,167.4,In Progress,8.35
2527,3,Designer,275.1,In Progress,6.67
2527,7,Lead,229.6,In Progress,8.71
2527,8,Manager,258.0,Delayed,6.84
2528,10,Coordinator,344.7,In Progress,9.54
2528,13,Coordinator,112.7,In Progress,7.67
2529,12,Manager,157.0,Delayed,6.37
2529,8,Developer,91.5,In Progress,5.58
2530,6,QA,256.4,Delayed,5.46
2530,2,Designer,389.8,In Progress,8.3
2531,10,Coordinator,358.5,Completed,6.39
2532,6,Designer,324.8,Delayed,9.57
2532,13,Analyst,374.7,Delayed,9.71
2533,9,Designer,275.2,Completed,6.3
2533,7,QA,264.8,In Progress,8.77
2533,4,Developer,366.5,Delayed,9.1
2534,5,Developer,220.2,In Progress,5.41
2535,2,Developer,163.1,Delayed,5.03
2535,12,QA,107.7,Delayed,7.59
2535,11,Manager,181.8,Delayed,6.62
2536,11,Manager,239.4,Delayed,9.22
2536,7,QA,256.3,In Progress,7.09
2536,4,Analyst,106.0,In Progress,8.26
2537,5,Coordinator,169.7,Completed,9.18
2537,7,Manager,367.5,Completed,8.83
2537,6,Analyst,157.7,Completed,5.06
2538,15,Coordinator,117.9,In Progress,9.23
2538,4,Lead,166.0,Delayed,5.53
2538,8,Analyst,371.2,Delayed,8.46
2539,14,Manager,202.7,Completed,8.36
2539,6,Developer,274.3,Completed,9.5
2540,8,Analyst,194.4,Completed,9.56
2541,6,Analyst,220.5,Completed,7.2
2541,3,Coordinator,183.5,In Progress,8.31
2542,3,Designer,208.1,In Progress,7.24
2542,14,Lead,378.3,In Progress,7.79
2542,13,Manager,110.3,Delayed,9.98
2543,2,Developer,305.7,Completed,6.85
2543,10,Lead,122.5,Completed,8.68
2544,5,Coordinator,110.4,Delayed,9.26
2544,15,Lead,348.3,Completed,5.98
2544,7,Developer,299.7,In Progress,8.11
2545,14,Designer,263.9,Delayed,9.08
2546,14,Designer,190.8,Completed,7.25
2546,4,Coordinator,81.9,In Progress,6.74
2547,9,Developer,320.2,Completed,7.03
2548,3,Coordinator,82.4,Completed,9.67
2549,2,Analyst,53.6,Completed,7.09
2549,9,Designer,381.0,Delayed,8.01
2550,13,Manager,302.7,Completed,8.19
2550,10,Designer,84.8,Delayed,8.18
2550,6,Manager,317.7,In Progress,7.71
2551,15,Lead,158.8,Completed,7.77
2551,14,Developer,140.9,In Progress,9.73
2551,8,Designer,316.9,Delayed,9.93
2552,2,Manager,113.7,In Progress,5.35
2552,12,Designer,124.7,In Progress,8.53
2553,14,Lead,201.7,Delayed,6.52
2554,5,Coordinator,364.5,Completed,8.75
2554,6,Coordinator,139.9,Delayed,7.44
2555,7,Coordinator,120.4,Delayed,8.9
2556,8,Designer,185.5,In Progress,7.91
2557,10,QA,66.7,Completed,5.9
2557,15,Analyst,51.8,Delayed,7.45
2557,13,Developer,129.0,Completed,7.26
2558,15,Developer,71.0,Delayed,7.38
2559,14,QA,72.4,In Progress,9.13
2559,4,Analyst,361.4,Completed,6.43
2559,12,QA,304.0,In Progress,7.35
2560,8,QA,162.1,Completed,5.29
2560,6,QA,245.3,Completed,7.1
2561,5,Designer,214.6,Delayed,6.87
2561,7,Lead,67.5,In Progress,7.66
2562,10,Analyst,141.2,Delayed,5.35
2562,6,Analyst,397.8,Completed,8.18
2563,3,Coordinator,245.6,In Progress,8.57
2563,1,Analyst,149.6,Completed,5.85
2564,4,QA,355.6,Delayed,8.1
2564,12,Lead,168.2,Completed,7.25
2564,11,Analyst,254.8,Completed,6.39
2565,6,Developer,267.7,In Progress,7.12
