EmployeeID,TrainingID,EnrollDate,CompletionDate,CompletionStatus,AssessmentScore
2280,2,2023-05-01,2023-05-31,Completed,74.27
2281,9,2023-10-08,2023-11-07,Completed,82.71
2281,3,2023-12-18,2024-01-17,Completed,78.49
2281,6,2023-03-09,2023-04-08,Completed,82.41
2281,4,2023-02-10,2023-03-12,Completed,65.96
2282,9,2023-08-18,2023-09-17,Completed,59.02
2282,2,2023-10-03,2023-11-02,Completed,88.25
2282,6,2023-05-15,2023-06-14,Completed,78.4
2283,1,2023-09-07,2023-10-07,Completed,61.57
2284,8,2023-05-03,,Dropped,0.0
2284,9,2023-01-26,2023-02-25,Completed,95.33
2285,2,2023-03-06,,In Progress,0.0
2286,5,2023-08-13,2023-09-12,Completed,94.42
2287,3,2023-04-18,2023-05-18,Completed,98.88
2287,8,2023-04-07,2023-05-07,Completed,75.6
2287,5,2023-04-06,2023-05-06,Completed,66.94
2288,1,2023-11-01,2023-12-01,Completed,55.99
2289,8,2023-07-14,2023-08-13,Completed,93.32
2289,3,2023-11-05,2023-12-05,Completed,64.99
2289,4,2023-06-04,2023-07-04,Completed,67.7
2289,10,2023-05-08,2023-06-07,Completed,63.07
2290,4,2023-10-20,2023-11-19,Completed,62.06
2290,5,2023-06-09,2023-07-09,Completed,64.25
2290,6,2023-04-15,2023-05-15,Completed,79.42
2291,10,2023-08-12,2023-09-11,Completed,89.21
2291,7,2023-02-26,2023-03-28,Completed,82.9
2292,5,2023-03-09,2023-04-08,Completed,82.92
2293,10,2023-08-27,2023-09-26,Completed,71.82
2293,6,2023-01-22,2023-02-21,Completed,96.29
2294,9,2023-11-24,2023-12-24,Completed,86.94
2294,8,2023-03-19,2023-04-18,Completed,57.1
2294,3,2023-03-19,2023-04-18,Completed,78.42
2295,6,2023-01-12,,In Progress,0.0
2295,7,2023-02-22,,In Progress,0.0
2296,5,2023-08-19,2023-09-18,Completed,80.46
2296,3,2023-05-13,2023-06-12,Completed,57.95
2297,3,2023-09-13,2023-10-13,Completed,70.16
2298,4,2023-04-01,2023-05-01,Completed,55.42
2298,6,2023-02-02,,In Progress,0.0
2298,3,2023-08-26,2023-09-25,Completed,85.48
2298,7,2023-02-17,2023-03-19,Completed,99.91
2299,3,2023-01-09,2023-02-08,Completed,68.75
2299,7,2023-11-21,2023-12-21,Completed,69.5
2300,4,2023-06-16,2023-07-16,Completed,63.02
2301,5,2023-04-08,,Dropped,0.0
2301,8,2023-02-11,,In Progress,0.0
2302,1,2023-02-03,,Dropped,0.0
2302,4,2023-10-27,,In Progress,0.0
2302,10,2023-12-05,,Dropped,0.0
2303,8,2023-11-22,,In Progress,0.0
2304,8,2023-07-08,2023-08-07,Completed,74.1
2304,6,2023-08-24,,In Progress,0.0
2305,6,2023-08-09,2023-09-08,Completed,78.34
2305,10,2023-11-11,2023-12-11,Completed,88.41
2305,5,2023-12-09,,In Progress,0.0
2305,8,2023-12-22,,In Progress,0.0
2306,5,2023-11-26,,In Progress,0.0
2306,3,2023-08-27,,In Progress,0.0
2306,7,2023-01-01,,Dropped,0.0
2306,8,2023-06-26,2023-07-26,Completed,72.05
2307,8,2023-01-25,2023-02-24,Completed,73.35
2307,7,2023-11-16,2023-12-16,Completed,99.3
2307,9,2023-01-18,2023-02-17,Completed,98.95
2308,5,2023-04-20,,In Progress,0.0
2308,6,2023-12-18,2024-01-17,Completed,96.08
2309,9,2023-09-11,2023-10-11,Completed,59.77
2310,5,2023-09-23,2023-10-23,Completed,72.14
2310,6,2023-09-04,,In Progress,0.0
2310,9,2023-07-22,2023-08-21,Completed,77.89
2311,8,2023-09-11,,In Progress,0.0
2311,4,2023-12-05,2024-01-04,Completed,97.77
2311,5,2023-05-18,,Dropped,0.0
2312,6,2023-12-07,2024-01-06,Completed,60.84
2312,9,2023-10-24,2023-11-23,Completed,61.22
2312,5,2023-03-09,2023-04-08,Completed,89.78
2313,10,2023-07-23,2023-08-22,Completed,86.44
2314,5,2023-05-06,2023-06-05,Completed,69.86
2314,10,2023-11-02,2023-12-02,Completed,77.43
2314,4,2023-02-14,2023-03-16,Completed,96.68
2314,3,2023-11-11,2023-12-11,Completed,86.51
2315,4,2023-11-13,,In Progress,0.0
2315,5,2023-07-14,2023-08-13,Completed,92.7
2315,9,2023-09-23,,Dropped,0.0
2316,8,2023-11-20,2023-12-20,Completed,67.94
2316,1,2023-04-25,,Dropped,0.0
2316,2,2023-12-17,2024-01-16,Completed,78.49
2316,5,2023-07-27,2023-08-26,Completed,58.1
2317,7,2023-03-27,2023-04-26,Completed,95.53
2317,6,2023-10-20,2023-11-19,Completed,67.55
2318,9,2023-02-07,,Dropped,0.0
2318,1,2023-12-24,2024-01-23,Completed,83.31
2319,3,2023-03-14,,Dropped,0.0
2319,4,2023-10-04,2023-11-03,Completed,71.32
2320,4,2023-04-27,2023-05-27,Completed,61.92
2321,6,2023-05-16,2023-06-15,Completed,90.69
2321,1,2023-04-25,2023-05-25,Completed,69.21
2321,8,2023-11-22,2023-12-22,Completed,92.45
2321,9,2023-09-10,,In Progress,0.0
2322,9,2023-11-07,2023-12-07,Completed,93.08
2322,7,2023-04-15,2023-05-15,Completed,59.45
2322,8,2023-08-23,,In Progress,0.0
2322,5,2023-03-20,2023-04-19,Completed,78.64
2323,3,2023-10-05,2023-11-04,Completed,86.23
2323,8,2023-01-04,2023-02-03,Completed,65.93
2323,5,2023-05-24,,Dropped,0.0
2324,6,2023-10-14,2023-11-13,Completed,81.86
2324,5,2023-09-23,,In Progress,0.0
2325,3,2023-08-04,2023-09-03,Completed,77.36
2326,9,2023-09-22,2023-10-22,Completed,62.63
2326,5,2023-04-10,2023-05-10,Completed,63.73
2327,2,2023-05-01,,In Progress,0.0
2327,5,2023-09-14,,In Progress,0.0
2328,3,2023-10-27,,Dropped,0.0
2328,1,2023-10-07,2023-11-06,Completed,76.6
2328,2,2023-07-02,,In Progress,0.0
2328,10,2023-01-07,2023-02-06,Completed,67.79
2329,7,2023-10-02,2023-11-01,Completed,74.42
2329,2,2023-04-21,,In Progress,0.0
2330,9,2023-03-27,2023-04-26,Completed,57.34
2330,3,2023-09-20,,In Progress,0.0
2331,9,2023-06-01,,In Progress,0.0
2332,6,2023-12-17,2024-01-16,Completed,61.0
2332,1,2023-05-14,2023-06-13,Completed,76.19
2332,7,2023-08-26,2023-09-25,Completed,66.38
2332,2,2023-06-04,,In Progress,0.0
2333,10,2023-03-26,2023-04-25,Completed,60.06
2333,1,2023-05-18,,In Progress,0.0
2333,3,2023-01-22,2023-02-21,Completed,82.71
2333,8,2023-04-23,,In Progress,0.0
2334,1,2023-06-15,,In Progress,0.0
2335,5,2023-03-18,2023-04-17,Completed,69.15
2336,3,2023-07-06,2023-08-05,Completed,87.18
2337,7,2023-12-09,,Dropped,0.0
2337,6,2023-08-18,2023-09-17,Completed,88.41
2338,4,2023-12-21,,In Progress,0.0
2338,2,2023-01-05,,In Progress,0.0
2338,5,2023-09-26,,In Progress,0.0
2338,9,2023-11-02,2023-12-02,Completed,68.13
2339,1,2023-08-10,2023-09-09,Completed,79.49
2339,7,2023-06-07,2023-07-07,Completed,91.63
2340,3,2023-03-02,2023-04-01,Completed,65.1
2340,7,2023-08-09,,In Progress,0.0
2340,5,2023-03-02,2023-04-01,Completed,82.3
2341,7,2023-07-22,2023-08-21,Completed,80.53
2341,9,2023-06-12,2023-07-12,Completed,93.92
2341,3,2023-01-17,2023-02-16,Completed,73.75
2341,8,2023-10-06,2023-11-05,Completed,59.02
2342,3,2023-02-09,2023-03-11,Completed,78.86
2343,1,2023-03-10,,Dropped,0.0
2344,1,2023-06-12,2023-07-12,Completed,62.18
2344,8,2023-05-09,2023-06-08,Completed,95.05
2344,3,2023-06-22,2023-07-22,Completed,76.01
2345,8,2023-04-12,,In Progress,0.0
2345,4,2023-10-07,,Dropped,0.0
2345,1,2023-05-11,,In Progress,0.0
2345,9,2023-09-22,2023-10-22,Completed,92.18
2346,9,2023-10-18,2023-11-17,Completed,86.18
2346,1,2023-01-11,2023-02-10,Completed,73.61
2346,5,2023-10-23,2023-11-22,Completed,55.61
2346,3,2023-03-21,,In Progress,0.0
2347,3,2023-01-11,2023-02-10,Completed,61.75
2347,8,2023-05-08,2023-06-07,Completed,58.43
2347,5,2023-12-25,2024-01-24,Completed,61.53
2347,7,2023-03-12,2023-04-11,Completed,68.5
2348,3,2023-03-07,2023-04-06,Completed,85.23
2349,1,2023-05-19,2023-06-18,Completed,65.58
2349,5,2023-12-25,2024-01-24,Completed,93.99
2349,7,2023-07-10,,In Progress,0.0
2349,3,2023-05-09,2023-06-08,Completed,79.7
2350,7,2023-07-12,2023-08-11,Completed,67.97
2350,2,2023-08-12,2023-09-11,Completed,92.13
2350,3,2023-11-16,,In Progress,0.0
2350,5,2023-03-19,2023-04-18,Completed,79.12
2351,2,2023-08-09,2023-09-08,Completed,65.45
2352,1,2023-11-10,2023-12-10,Completed,70.59
2353,2,2023-11-18,2023-12-18,Completed,58.21
2353,10,2023-05-04,2023-06-03,Completed,73.34
2354,7,2023-06-05,2023-07-05,Completed,67.83
2354,10,2023-04-01,2023-05-01,Completed,67.3
2354,3,2023-06-11,,In Progress,0.0
2354,6,2023-09-01,2023-10-01,Completed,77.88
2355,4,2023-01-16,2023-02-15,Completed,63.96
2356,2,2023-08-12,2023-09-11,Completed,93.19
2356,3,2023-03-08,,Dropped,0.0
2356,6,2023-05-04,,Dropped,0.0
2357,7,2023-12-14,,Dropped,0.0
2358,2,2023-08-20,2023-09-19,Completed,68.28
2358,3,2023-12-23,,In Progress,0.0
2359,10,2023-09-14,2023-10-14,Completed,59.51
2359,7,2023-08-12,,In Progress,0.0
2359,9,2023-03-21,2023-04-20,Completed,98.07
2359,3,2023-02-01,2023-03-03,Completed,88.35
2360,7,2023-07-22,2023-08-21,Completed,56.97
2361,3,2023-07-25,2023-08-24,Completed,95.21
2361,5,2023-11-18,,In Progress,0.0
2362,3,2023-12-21,,In Progress,0.0
2362,8,2023-02-24,2023-03-26,Completed,77.89
2362,2,2023-09-22,,In Progress,0.0
2363,10,2023-06-12,2023-07-12,Completed,86.25
2364,4,2023-06-05,2023-07-05,Completed,83.99
2364,8,2023-03-22,2023-04-21,Completed,61.81
2364,2,2023-03-07,2023-04-06,Completed,78.35
2365,5,2023-02-12,2023-03-14,Completed,66.5
2365,3,2023-07-05,2023-08-04,Completed,91.07
2365,8,2023-08-24,2023-09-23,Completed,90.62
2365,10,2023-01-21,,In Progress,0.0
2366,1,2023-01-17,2023-02-16,Completed,97.37
2366,5,2023-01-04,,In Progress,0.0
2366,10,2023-08-27,,Dropped,0.0
2367,10,2023-10-03,2023-11-02,Completed,66.18
2368,3,2023-06-20,2023-07-20,Completed,57.95
2368,10,2023-01-11,2023-02-10,Completed,79.72
2369,9,2023-10-07,2023-11-06,Completed,65.36
2369,2,2023-05-22,2023-06-21,Completed,56.04
2370,4,2023-05-19,2023-06-18,Completed,55.31
2370,1,2023-01-03,2023-02-02,Completed,72.71
2370,6,2023-04-03,2023-05-03,Completed,73.27
2370,10,2023-05-25,2023-06-24,Completed,97.1
2371,1,2023-06-20,2023-07-20,Completed,56.43
2371,8,2023-01-06,2023-02-05,Completed,94.47
2371,7,2023-02-08,,In Progress,0.0
2372,6,2023-02-27,,In Progress,0.0
2372,7,2023-02-14,2023-03-16,Completed,59.64
2373,9,2023-07-14,2023-08-13,Completed,76.64
2373,5,2023-03-04,,In Progress,0.0
2373,6,2023-04-08,2023-05-08,Completed,55.14
2373,10,2023-09-14,2023-10-14,Completed,99.94
2374,7,2023-12-11,,In Progress,0.0
2374,8,2023-05-03,,Dropped,0.0
2375,2,2023-08-04,,In Progress,0.0
2376,2,2023-06-16,,In Progress,0.0
2376,9,2023-03-20,,In Progress,0.0
2377,4,2023-02-19,2023-03-21,Completed,72.89
2377,10,2023-08-24,,In Progress,0.0
2377,1,2023-01-16,,Dropped,0.0
2378,1,2023-09-22,,In Progress,0.0
2379,6,2023-01-14,2023-02-13,Completed,97.17
2379,5,2023-05-22,,In Progress,0.0
2380,9,2023-09-18,2023-10-18,Completed,76.93
2380,3,2023-09-20,2023-10-20,Completed,98.14
2380,8,2023-06-23,2023-07-23,Completed,94.87
2381,9,2023-03-21,,In Progress,0.0
2381,5,2023-08-05,2023-09-04,Completed,98.5
2381,8,2023-06-25,,In Progress,0.0
2381,7,2023-08-15,2023-09-14,Completed,75.55
2382,9,2023-09-23,2023-10-23,Completed,76.17
2382,1,2023-02-12,2023-03-14,Completed,57.06
2382,5,2023-05-21,2023-06-20,Completed,62.81
2383,8,2023-06-22,2023-07-22,Completed,62.56
2383,10,2023-02-15,2023-03-17,Completed,64.14
2383,9,2023-10-24,2023-11-23,Completed,58.93
2383,6,2023-08-03,2023-09-02,Completed,66.75
2384,9,2023-08-19,,In Progress,0.0
2385,4,2023-09-15,2023-10-15,Completed,89.85
2386,7,2023-12-25,2024-01-24,Completed,66.64
2387,1,2023-09-22,2023-10-22,Completed,79.47
2387,5,2023-05-13,2023-06-12,Completed,76.5
2387,8,2023-03-11,2023-04-10,Completed,59.17
2387,2,2023-03-23,,In Progress,0.0
2388,8,2023-03-03,2023-04-02,Completed,73.15
2388,2,2023-08-10,2023-09-09,Completed,87.78
2389,9,2023-05-15,2023-06-14,Completed,89.29
2389,10,2023-09-19,2023-10-19,Completed,88.53
2389,7,2023-07-13,,Dropped,0.0
2389,8,2023-12-18,2024-01-17,Completed,92.66
2390,5,2023-07-01,2023-07-31,Completed,67.32
2391,1,2023-09-27,2023-10-27,Completed,56.87
2391,10,2023-04-06,2023-05-06,Completed,88.9
2391,5,2023-03-14,2023-04-13,Completed,75.07
2392,5,2023-03-09,,Dropped,0.0
2392,3,2023-07-26,2023-08-25,Completed,59.08
2392,10,2023-11-16,2023-12-16,Completed,95.74
2392,7,2023-08-24,2023-09-23,Completed,91.67
2393,6,2023-10-20,,In Progress,0.0
2393,10,2023-11-24,2023-12-24,Completed,98.75
2393,7,2023-06-24,2023-07-24,Completed,86.98
2394,4,2023-11-26,2023-12-26,Completed,88.83
2394,6,2023-12-22,,Dropped,0.0
2394,1,2023-03-07,2023-04-06,Completed,76.45
2394,3,2023-08-12,2023-09-11,Completed,95.71
2395,4,2023-12-22,2024-01-21,Completed,83.61
2395,5,2023-12-17,,In Progress,0.0
2395,3,2023-11-02,2023-12-02,Completed,58.51
2396,5,2023-04-16,2023-05-16,Completed,96.65
2397,4,2023-07-22,2023-08-21,Completed,69.11
2397,7,2023-05-22,,In Progress,0.0
2398,1,2023-04-23,,In Progress,0.0
2398,5,2023-02-15,2023-03-17,Completed,90.02
2398,8,2023-06-07,2023-07-07,Completed,76.5
2399,10,2023-11-26,2023-12-26,Completed,88.45
2400,5,2023-07-02,2023-08-01,Completed,81.7
2400,1,2023-09-15,2023-10-15,Completed,61.9
2400,6,2023-08-15,2023-09-14,Completed,62.17
2400,10,2023-10-02,2023-11-01,Completed,81.58
2401,6,2023-01-19,2023-02-18,Completed,95.67
2401,3,2023-04-25,,In Progress,0.0
2402,1,2023-01-20,2023-02-19,Completed,70.01
2402,5,2023-12-14,2024-01-13,Completed,72.85
2402,4,2023-01-13,2023-02-12,Completed,59.25
2403,7,2023-03-05,2023-04-04,Completed,68.76
2403,4,2023-04-14,,In Progress,0.0
2403,10,2023-11-04,2023-12-04,Completed,81.92
2404,4,2023-10-14,2023-11-13,Completed,67.5
2404,10,2023-01-22,,In Progress,0.0
2404,6,2023-06-05,2023-07-05,Completed,61.04
2405,6,2023-05-11,2023-06-10,Completed,56.54
2406,10,2023-08-06,2023-09-05,Completed,98.46
2407,2,2023-06-06,2023-07-06,Completed,94.28
2407,3,2023-05-23,2023-06-22,Completed,86.44
2407,7,2023-08-14,2023-09-13,Completed,88.38
2407,8,2023-08-10,2023-09-09,Completed,64.09
2408,6,2023-04-11,2023-05-11,Completed,98.83
2408,10,2023-06-09,2023-07-09,Completed,61.59
2408,7,2023-06-13,,Dropped,0.0
2409,1,2023-08-11,2023-09-10,Completed,85.63
2409,9,2023-09-09,2023-10-09,Completed,95.44
2409,4,2023-04-14,,In Progress,0.0
2409,10,2023-12-19,2024-01-18,Completed,98.88
2410,2,2023-06-09,,In Progress,0.0
2410,8,2023-06-20,2023-07-20,Completed,74.1
2410,6,2023-12-24,2024-01-23,Completed,77.41
2410,7,2023-10-14,2023-11-13,Completed,93.49
2411,3,2023-07-10,,In Progress,0.0
2411,10,2023-04-05,,Dropped,0.0
2411,2,2023-07-04,,In Progress,0.0
2412,10,2023-07-19,,Dropped,0.0
2413,2,2023-09-03,2023-10-03,Completed,92.36
2413,8,2023-06-03,2023-07-03,Completed,84.85
2414,2,2023-11-02,2023-12-02,Completed,95.38
2415,7,2023-12-21,,In Progress,0.0
2415,8,2023-10-27,2023-11-26,Completed,65.16
2415,6,2023-06-27,2023-07-27,Completed,65.95
2416,3,2023-08-04,,In Progress,0.0
2416,6,2023-06-01,2023-07-01,Completed,82.23
2416,10,2023-05-26,2023-06-25,Completed,69.87
2417,7,2023-11-09,2023-12-09,Completed,73.93
2417,4,2023-09-12,2023-10-12,Completed,76.53
2417,3,2023-12-21,2024-01-20,Completed,95.83
2417,8,2023-09-05,2023-10-05,Completed,95.6
2418,7,2023-12-09,,In Progress,0.0
2419,2,2023-10-02,2023-11-01,Completed,91.69
2419,5,2023-07-15,,In Progress,0.0
2419,9,2023-08-18,2023-09-17,Completed,64.79
2420,3,2023-07-11,2023-08-10,Completed,89.48
2420,1,2023-09-17,2023-10-17,Completed,95.9
2420,10,2023-09-13,,In Progress,0.0
2421,3,2023-06-18,2023-07-18,Completed,89.06
2421,1,2023-02-23,2023-03-25,Completed,55.6
2421,7,2023-07-12,2023-08-11,Completed,57.78
2422,4,2023-11-21,2023-12-21,Completed,58.94
2422,3,2023-05-25,2023-06-24,Completed,96.24
2423,7,2023-02-01,,In Progress,0.0
2423,2,2023-11-15,,Dropped,0.0
2423,3,2023-12-02,2024-01-01,Completed,80.23
2423,4,2023-02-09,2023-03-11,Completed,90.75
2424,1,2023-06-14,2023-07-14,Completed,90.04
2424,4,2023-04-17,2023-05-17,Completed,70.82
2424,2,2023-05-03,,In Progress,0.0
2424,8,2023-05-01,2023-05-31,Completed,55.37
2425,1,2023-12-12,2024-01-11,Completed,56.31
2425,9,2023-09-22,,In Progress,0.0
2425,4,2023-09-17,2023-10-17,Completed,69.7
2425,2,2023-08-07,2023-09-06,Completed,65.12
2426,3,2023-11-27,2023-12-27,Completed,81.58
2426,6,2023-06-01,2023-07-01,Completed,94.2
2426,8,2023-04-20,,In Progress,0.0
2426,1,2023-08-16,2023-09-15,Completed,65.74
2427,8,2023-07-27,2023-08-26,Completed,74.87
2427,5,2023-06-03,,In Progress,0.0
2427,3,2023-03-17,2023-04-16,Completed,78.71
2427,2,2023-10-22,,In Progress,0.0
2428,6,2023-05-04,2023-06-03,Completed,60.53
2429,6,2023-10-10,,In Progress,0.0
2429,9,2023-05-07,2023-06-06,Completed,80.82
2430,5,2023-05-25,2023-06-24,Completed,80.5
2430,9,2023-08-16,2023-09-15,Completed,66.42
2430,10,2023-12-14,,In Progress,0.0
2431,7,2023-07-03,2023-08-02,Completed,71.27
2431,3,2023-05-09,2023-06-08,Completed,73.41
2431,10,2023-04-21,2023-05-21,Completed,80.23
2432,1,2023-12-03,2024-01-02,Completed,70.78
2432,8,2023-09-10,,In Progress,0.0
2433,8,2023-05-19,,In Progress,0.0
2433,4,2023-05-03,2023-06-02,Completed,78.7
2433,3,2023-01-14,2023-02-13,Completed,69.28
2434,4,2023-10-07,2023-11-06,Completed,88.52
2434,1,2023-10-08,2023-11-07,Completed,77.05
2434,5,2023-08-26,2023-09-25,Completed,71.93
2434,8,2023-01-24,2023-02-23,Completed,90.24
2435,4,2023-01-14,2023-02-13,Completed,68.28
2436,8,2023-10-08,,In Progress,0.0
2436,5,2023-06-12,2023-07-12,Completed,58.83
2436,1,2023-02-09,2023-03-11,Completed,78.89
2437,3,2023-11-04,2023-12-04,Completed,95.25
2437,6,2023-03-19,2023-04-18,Completed,88.01
2438,9,2023-01-07,2023-02-06,Completed,72.06
2438,7,2023-12-18,,Dropped,0.0
2438,5,2023-04-05,,In Progress,0.0
2439,8,2023-09-07,2023-10-07,Completed,87.88
2440,6,2023-09-24,2023-10-24,Completed,88.24
2441,2,2023-11-16,2023-12-16,Completed,71.69
2442,3,2023-08-23,2023-09-22,Completed,87.04
2442,10,2023-10-25,2023-11-24,Completed,61.3
2443,3,2023-03-02,,In Progress,0.0
2443,7,2023-06-11,2023-07-11,Completed,81.71
2443,6,2023-11-24,,In Progress,0.0
2443,4,2023-09-02,2023-10-02,Completed,67.55
2444,7,2023-05-20,2023-06-19,Completed,80.39
2444,8,2023-04-24,2023-05-24,Completed,99.29
2444,9,2023-12-02,2024-01-01,Completed,66.02
2444,3,2023-11-07,,In Progress,0.0
2445,5,2023-04-26,2023-05-26,Completed,74.73
2445,7,2023-02-01,2023-03-03,Completed,66.17
2445,4,2023-11-27,2023-12-27,Completed,74.78
2446,4,2023-07-23,2023-08-22,Completed,59.7
2447,5,2023-12-24,,In Progress,0.0
2447,9,2023-08-01,,Dropped,0.0
2447,8,2023-09-19,2023-10-19,Completed,98.34
2448,2,2023-02-07,2023-03-09,Completed,55.38
2448,9,2023-07-01,2023-07-31,Completed,71.38
2448,7,2023-06-14,2023-07-14,Completed,99.47
2449,1,2023-11-24,2023-12-24,Completed,56.9
2449,10,2023-11-23,2023-12-23,Completed,57.63
2450,6,2023-09-20,2023-10-20,Completed,87.52
2450,8,2023-06-09,,In Progress,0.0
2450,5,2023-08-02,,Dropped,0.0
2450,2,2023-11-24,2023-12-24,Completed,76.67
2451,1,2023-05-04,2023-06-03,Completed,64.29
2451,3,2023-06-05,,In Progress,0.0
2451,2,2023-07-12,2023-08-11,Completed,62.56
2451,5,2023-08-10,2023-09-09,Completed,58.18
2452,8,2023-09-17,,In Progress,0.0
2453,3,2023-04-05,2023-05-05,Completed,82.18
2453,10,2023-12-15,2024-01-14,Completed,71.17
2453,5,2023-08-04,2023-09-03,Completed,60.25
2454,10,2023-07-15,2023-08-14,Completed,81.49
2455,3,2023-03-26,,In Progress,0.0
2455,5,2023-04-26,2023-05-26,Completed,73.96
2455,2,2023-03-06,2023-04-05,Completed,77.14
2455,10,2023-03-09,2023-04-08,Completed,82.77
2456,10,2023-08-03,,Dropped,0.0
2456,9,2023-07-01,,In Progress,0.0
2456,2,2023-04-02,,In Progress,0.0
2456,7,2023-12-20,2024-01-19,Completed,77.43
2457,3,2023-04-26,2023-05-26,Completed,74.88
2457,10,2023-08-13,2023-09-12,Completed,96.82
2457,4,2023-02-17,2023-03-19,Completed,75.52
2457,7,2023-12-15,,In Progress,0.0
2458,2,2023-07-20,2023-08-19,Completed,59.12
2458,9,2023-03-04,2023-04-03,Completed,77.4
2459,7,2023-11-15,2023-12-15,Completed,98.45
2460,2,2023-11-06,,In Progress,0.0
2460,10,2023-03-03,2023-04-02,Completed,69.32
2461,2,2023-10-26,2023-11-25,Completed,82.37
2461,10,2023-04-04,2023-05-04,Completed,58.03
2461,1,2023-02-10,2023-03-12,Completed,72.25
2462,1,2023-12-19,2024-01-18,Completed,74.58
2462,4,2023-11-24,2023-12-24,Completed,75.1
2463,3,2023-02-10,,In Progress,0.0
2463,10,2023-09-15,2023-10-15,Completed,59.5
2463,1,2023-03-04,2023-04-03,Completed,66.17
2464,10,2023-11-05,2023-12-05,Completed,89.27
2464,2,2023-04-07,2023-05-07,Completed,80.11
2464,1,2023-07-06,2023-08-05,Completed,57.3
2465,9,2023-10-24,,Dropped,0.0
2466,1,2023-05-25,2023-06-24,Completed,83.7
2466,3,2023-06-27,2023-07-27,Completed,59.38
2467,7,2023-08-14,2023-09-13,Completed,81.16
2467,8,2023-02-21,2023-03-23,Completed,95.07
2467,4,2023-11-14,,Dropped,0.0
2468,3,2023-07-21,2023-08-20,Completed,57.64
2468,8,2023-08-14,2023-09-13,Completed,68.9
2468,9,2023-12-26,2024-01-25,Completed,61.96
2469,10,2023-06-06,2023-07-06,Completed,63.95
2469,5,2023-07-05,2023-08-04,Completed,95.73
2470,10,2023-07-12,,In Progress,0.0
2470,8,2023-10-26,,Dropped,0.0
2470,7,2023-01-10,2023-02-09,Completed,60.21
2470,9,2023-02-13,2023-03-15,Completed,99.36
2471,9,2023-02-17,2023-03-19,Completed,58.48
2471,3,2023-05-10,2023-06-09,Completed,99.38
2471,5,2023-02-07,,In Progress,0.0
2471,10,2023-04-23,2023-05-23,Completed,94.91
2472,10,2023-11-26,2023-12-26,Completed,69.87
2472,7,2023-08-18,2023-09-17,Completed,74.9
2473,7,2023-04-15,,In Progress,0.0
2473,1,2023-08-21,,In Progress,0.0
2473,8,2023-12-03,2024-01-02,Completed,89.13
2474,8,2023-09-16,2023-10-16,Completed,55.58
2474,3,2023-06-18,2023-07-18,Completed,56.08
2475,2,2023-07-27,2023-08-26,Completed,62.38
2475,4,2023-09-15,,Dropped,0.0
2476,2,2023-05-19,,In Progress,0.0
2476,5,2023-02-23,,Dropped,0.0
2476,6,2023-05-15,2023-06-14,Completed,77.22
2476,3,2023-07-18,2023-08-17,Completed,59.0
2477,7,2023-10-14,,In Progress,0.0
2478,9,2023-11-21,2023-12-21,Completed,96.06
2478,10,2023-06-19,,In Progress,0.0
2478,7,2023-12-05,,In Progress,0.0
2479,2,2023-10-06,2023-11-05,Completed,68.01
2480,7,2023-10-01,,In Progress,0.0
2480,6,2023-06-19,2023-07-19,Completed,73.59
2480,4,2023-09-09,,Dropped,0.0
2481,2,2023-08-21,2023-09-20,Completed,57.12
2481,3,2023-01-18,2023-02-17,Completed,72.0
2482,3,2023-07-05,2023-08-04,Completed,96.52
2482,10,2023-12-20,2024-01-19,Completed,72.17
2482,7,2023-12-06,2024-01-05,Completed,78.83
2483,3,2023-10-12,2023-11-11,Completed,59.06
2483,5,2023-03-14,2023-04-13,Completed,95.2
2483,10,2023-01-21,2023-02-20,Completed,78.47
2483,1,2023-08-19,2023-09-18,Completed,84.66
2484,3,2023-01-20,,Dropped,0.0
2484,1,2023-06-24,2023-07-24,Completed,74.96
2484,9,2023-04-01,,In Progress,0.0
2484,7,2023-08-10,2023-09-09,Completed,90.1
2485,10,2023-11-20,2023-12-20,Completed,95.79
2485,4,2023-08-20,,Dropped,0.0
2485,6,2023-12-25,2024-01-24,Completed,70.05
2486,5,2023-05-25,,Dropped,0.0
2486,2,2023-03-08,2023-04-07,Completed,75.5
2486,9,2023-03-15,,In Progress,0.0
2487,10,2023-08-02,2023-09-01,Completed,96.92
2488,5,2023-01-19,,Dropped,0.0
2488,4,2023-12-25,2024-01-24,Completed,76.28
2488,7,2023-07-10,2023-08-09,Completed,76.58
2488,1,2023-08-09,,In Progress,0.0
2489,1,2023-04-01,2023-05-01,Completed,82.18
2489,2,2023-07-02,2023-08-01,Completed,70.29
2490,6,2023-10-14,2023-11-13,Completed,96.19
2490,4,2023-07-07,2023-08-06,Completed,59.29
2490,5,2023-09-17,2023-10-17,Completed,75.96
2490,7,2023-01-24,,Dropped,0.0
2491,7,2023-02-23,2023-03-25,Completed,71.68
2491,6,2023-03-13,,Dropped,0.0
2491,2,2023-03-04,2023-04-03,Completed,98.8
2491,5,2023-01-20,2023-02-19,Completed,86.59
2492,2,2023-11-26,2023-12-26,Completed,76.9
2492,7,2023-11-23,2023-12-23,Completed,81.02
2492,8,2023-05-22,2023-06-21,Completed,61.86
2493,2,2023-03-19,2023-04-18,Completed,75.43
2493,7,2023-08-12,,Dropped,0.0
2493,6,2023-01-24,,Dropped,0.0
2494,4,2023-06-14,,In Progress,0.0
2494,5,2023-01-09,,In Progress,0.0
