EmployeeID,JobInvolvement,PerformanceRating,ManagerRating,LeadershipScore,CommunicationScore
1698,3,3,3,1.12,1.1
1699,3,3,3,2.23,4.89
1700,1,3,1,1.82,1.39
1701,3,3,5,3.19,1.5
1702,3,3,4,4.67,4.48
1703,4,3,2,4.48,3.65
1704,3,3,3,2.22,2.74
1705,4,3,3,2.71,3.6
1706,4,4,1,1.15,4.74
1707,2,4,5,3.18,1.4
1708,3,3,5,1.25,1.97
1709,1,3,5,4.75,4.44
1710,3,3,2,4.47,4.12
1711,2,3,2,1.86,4.98
1712,3,3,1,3.8,2.26
1713,3,3,4,3.27,4.78
1714,3,3,2,4.21,2.37
1715,2,3,5,2.9,3.86
1716,3,3,5,1.77,4.53
1717,3,3,1,3.56,1.68
1718,4,3,5,1.32,1.82
1719,2,3,1,3.34,3.32
1720,3,3,3,1.85,4.38
1721,3,3,3,3.74,1.32
1722,3,4,5,4.31,4.4
1723,2,3,4,1.44,2.37
1724,2,3,5,2.6,2.62
1725,1,3,3,3.93,2.36
1726,2,3,5,1.65,4.65
1727,3,3,5,3.27,1.52
1728,4,3,5,3.69,3.3
1729,3,3,3,2.42,1.59
1730,3,3,2,4.33,4.71
1731,2,4,5,3.04,4.19
1732,2,3,4,3.51,1.94
1733,4,3,5,1.56,2.19
1734,3,3,3,1.09,2.53
1735,4,3,5,1.2,2.62
1736,4,3,4,4.62,4.27
1737,3,4,4,4.53,3.26
1738,1,3,1,4.23,2.71
1739,3,3,3,1.8,3.88
1740,1,3,4,3.1,2.83
1741,2,3,4,4.18,1.51
1742,2,3,5,3.7,1.43
1743,2,4,2,1.46,2.3
1744,3,3,2,4.58,3.41
1745,3,3,5,1.64,1.54
1746,3,3,5,1.69,3.2
1747,3,3,1,4.6,2.08
1748,3,4,2,2.94,3.78
1749,4,4,5,2.49,1.11
1750,2,3,1,3.21,2.88
1751,3,3,4,4.93,1.21
1752,4,4,1,1.48,2.32
1753,2,3,1,4.03,1.06
1754,3,3,4,2.34,2.88
1755,3,3,4,1.47,4.07
1756,2,3,3,2.69,1.4
1757,2,4,5,3.2,3.94
1758,3,3,2,1.82,3.34
1759,3,3,3,2.62,3.02
1760,3,4,4,3.54,3.4
1761,3,3,4,3.31,2.34
1762,4,3,2,3.89,3.84
1763,3,3,4,4.35,4.12
1764,2,3,3,2.64,4.11
1765,3,3,3,2.69,2.08
1766,3,3,5,2.99,3.62
1767,3,3,2,3.27,1.59
1768,2,3,4,1.43,2.98
1769,3,3,5,2.25,1.01
1770,3,3,4,1.69,1.77
1771,1,3,5,2.54,3.53
1772,3,3,3,4.89,4.5
1773,2,3,2,3.33,1.2
1774,3,3,5,2.72,3.23
1775,3,3,4,3.26,3.55
1776,3,3,2,3.68,4.73
1777,3,3,2,2.74,3.62
1778,1,3,2,2.79,1.41
1779,3,3,5,3.81,1.59
1780,3,3,1,1.24,3.54
1781,3,3,4,3.16,1.86
1782,1,3,3,3.19,4.71
1783,3,3,1,4.03,4.68
1784,3,3,4,4.93,4.79
1785,3,3,4,4.18,2.17
1786,3,3,4,3.02,3.87
1787,3,3,3,1.68,3.65
1788,3,3,2,3.35,1.14
1789,3,3,1,4.34,2.06
1790,3,3,1,4.73,1.83
1791,3,3,2,4.3,2.48
1792,3,3,4,1.76,4.81
1793,2,3,1,3.85,4.38
1794,3,3,5,4.52,2.17
1795,4,3,3,3.72,3.12
1796,3,4,2,3.74,1.77
1797,4,3,5,3.0,2.11
1798,2,3,1,3.55,1.26
1799,3,3,5,2.18,3.57
1800,2,3,2,1.36,3.63
1801,1,3,2,4.31,4.35
1802,4,3,3,4.77,4.49
1803,3,3,5,4.43,1.64
1804,2,3,2,2.34,3.97
1805,4,3,5,1.37,1.54
1806,3,4,2,2.12,2.49
1807,2,3,2,4.37,3.06
1808,3,3,4,3.62,1.2
1809,4,3,4,4.87,1.63
1810,3,3,2,2.37,2.08
1811,2,3,1,3.21,1.51
1812,3,3,2,4.16,4.74
1813,2,3,3,1.94,2.15
1814,3,3,1,4.86,3.0
1815,3,3,1,3.37,4.99
1816,3,3,5,1.03,3.27
1817,3,3,1,1.1,2.65
1818,3,3,3,4.53,4.72
1819,3,3,4,3.58,1.89
1820,4,3,2,4.05,1.72
1821,4,3,3,4.14,3.14
1822,2,3,1,2.68,2.71
1823,2,4,4,4.19,4.19
1824,3,3,4,4.75,1.17
1825,2,3,5,1.69,3.47
1826,3,3,5,4.06,3.84
1827,3,4,2,2.23,4.89
1828,3,3,1,2.29,1.58
1829,3,3,2,2.65,1.98
1830,3,3,1,4.45,4.73
1831,4,3,3,1.09,3.52
1832,2,3,1,2.74,1.15
1833,2,4,5,3.72,1.31
1834,3,3,4,1.44,4.14
1835,3,4,2,4.17,3.27
1836,3,3,5,4.77,3.26
1837,4,3,4,1.36,4.52
1838,3,3,3,1.61,1.96
1839,1,3,1,4.9,1.64
1840,3,3,2,1.79,3.46
1841,3,3,3,1.32,4.53
1842,3,3,4,4.81,2.06
1843,2,3,2,4.57,3.73
1844,3,3,4,3.62,1.61
1845,2,3,2,3.21,1.69
1846,2,4,2,4.68,4.61
1847,3,3,3,3.62,1.47
1848,2,3,1,3.63,1.1
1849,4,3,3,4.37,4.1
1850,3,3,2,3.61,2.45
1851,3,3,2,3.01,2.59
1852,3,3,4,2.56,4.2
1853,3,4,2,3.01,1.72
1854,2,3,4,3.09,3.6
1855,4,3,4,2.44,2.25
1856,3,4,4,2.79,1.42
1857,3,3,2,4.21,3.75
1858,3,3,5,2.67,2.27
1859,2,3,2,1.1,4.47
1860,4,3,2,2.13,4.68
1861,1,3,5,1.93,4.4
1862,4,4,2,4.17,2.29
1863,3,3,4,2.8,1.95
1864,3,3,1,2.12,4.57
1865,3,3,4,4.24,2.81
1866,3,4,5,1.08,3.83
1867,2,3,4,1.7,4.31
1868,3,3,3,4.31,2.11
1869,2,3,5,3.2,1.48
1870,4,3,2,4.09,3.5
1871,3,3,2,4.35,3.36
1872,3,3,1,4.77,2.08
1873,3,3,4,1.25,3.34
1874,3,3,4,4.2,4.16
1875,1,3,4,3.84,2.4
1876,3,3,4,1.83,1.97
1877,3,3,1,4.73,3.9
1878,3,4,4,2.62,4.14
1879,3,3,4,4.55,4.82
1880,4,3,2,3.42,1.59
1881,3,4,3,3.11,4.56
1882,3,3,5,1.64,4.06
1883,3,3,3,4.66,3.81
1884,3,3,4,3.23,2.25
1885,2,3,3,1.02,1.09
1886,3,3,4,1.07,3.03
1887,3,4,4,4.11,2.14
1888,3,3,4,1.65,2.16
1889,3,4,4,3.39,4.71
1890,2,3,5,3.72,1.61
1891,3,3,2,2.12,4.74
1892,3,3,5,3.28,3.02
1893,2,3,4,1.96,4.35
1894,3,3,3,4.79,2.13
1895,2,3,2,4.44,3.54
1896,2,3,3,2.15,3.23
1897,3,3,4,3.12,4.7
1898,2,3,2,3.0,1.72
1899,3,3,2,4.84,1.82
1900,1,3,5,2.58,4.8
1901,3,3,3,3.25,1.39
1902,3,3,4,4.71,3.54
1903,3,3,1,1.65,1.24
1904,2,3,1,3.2,1.31
1905,3,4,5,1.42,3.39
1906,3,3,1,3.47,3.21
1907,3,3,4,2.46,3.29
1908,2,3,5,4.87,2.89
1909,3,3,3,2.66,3.97
1910,3,3,5,1.54,4.97
1911,2,3,3,4.34,2.1
1912,3,3,5,4.28,2.29
1913,1,3,2,3.78,2.29
1914,3,3,3,4.0,4.05
1915,2,3,2,2.06,2.39
1916,3,4,4,3.57,3.71
1917,1,3,1,1.15,2.78
1918,2,3,5,1.79,3.43
1919,3,3,1,4.73,4.32
1920,3,3,2,3.96,3.06
1921,3,3,3,1.92,2.9
1922,3,4,1,1.45,2.07
1923,3,3,3,4.8,3.06
1924,2,3,5,1.45,2.05
1925,3,3,5,2.03,4.37
1926,3,3,1,1.73,2.56
1927,2,4,3,1.03,1.52
1928,2,3,3,2.26,1.96
1929,3,3,1,4.9,3.14
1930,3,3,4,2.37,4.67
1931,4,3,3,3.02,2.2
1932,3,3,4,3.98,2.06
1933,2,3,2,3.2,2.63
1934,3,3,2,3.97,4.87
1935,2,3,4,3.65,4.38
1936,3,3,4,3.43,1.6
1937,3,3,1,3.6,3.46
1938,2,3,2,4.2,4.17
1939,3,3,3,3.84,4.07
1940,3,3,5,4.17,2.96
1941,3,3,2,1.58,3.93
1942,3,3,2,3.71,3.33
1943,2,3,5,3.95,1.81
1944,3,3,4,2.2,1.22
1945,3,3,5,4.5,2.48
1946,3,4,4,2.22,1.25
1947,3,4,5,1.98,2.58
1948,3,3,1,4.47,4.32
1949,3,3,2,1.99,4.38
1950,3,3,2,2.66,1.14
1951,4,3,1,2.47,1.28
1952,3,3,4,4.59,3.68
1953,3,3,4,2.82,3.0
1954,4,3,1,3.78,1.6
1955,4,4,1,4.18,4.22
1956,2,3,1,3.51,1.87
1957,4,3,3,4.77,1.31
1958,2,3,3,4.21,4.0
1959,3,3,2,2.6,3.43
1960,4,3,5,4.8,2.58
1961,2,3,2,3.1,3.77
1962,4,3,3,1.09,4.65
1963,3,3,3,2.04,1.14
1964,2,3,2,3.49,3.51
1965,3,3,5,1.63,1.87
1966,4,3,5,3.34,2.9
1967,3,3,1,2.45,2.7
1968,2,3,3,3.14,2.56
1969,1,4,1,1.01,1.76
1970,2,3,3,4.39,4.21
1971,3,3,4,2.45,2.52
1972,3,4,3,1.56,4.55
1973,4,4,2,2.75,2.42
1974,3,3,2,2.94,4.36
1975,3,3,2,3.55,3.18
1976,2,3,2,3.1,2.54
1977,4,3,2,1.17,3.82
1978,1,3,4,4.49,4.15
1979,3,3,1,2.83,2.93
1980,3,4,1,1.31,2.7
1981,3,3,3,4.09,3.31
1982,2,3,4,3.64,3.34
1983,2,3,2,3.6,2.7
1984,3,3,2,2.71,4.03
1985,3,3,4,2.64,2.6
1986,3,3,2,3.15,2.81
1987,2,3,4,1.2,3.42
1988,2,4,1,2.2,4.95
1989,2,4,1,4.95,2.04
1990,3,3,3,3.65,1.93
1991,3,3,2,2.68,1.71
1992,3,4,4,1.89,3.76
1993,2,3,3,3.98,2.8
1994,1,3,2,2.04,2.55
1995,3,3,1,1.65,1.82
1996,4,3,1,1.62,4.56
1997,3,3,4,3.92,2.77
1998,3,3,2,3.57,3.43
1999,2,3,3,1.28,1.45
2000,3,3,5,1.46,1.43
2001,4,3,5,3.54,1.27
2002,3,3,2,3.28,2.47
2003,3,3,1,3.74,2.89
2004,2,4,4,1.71,1.98
2005,3,3,4,3.91,2.4
2006,3,3,2,4.74,1.03
2007,3,3,3,3.4,2.4
2008,2,4,1,1.78,1.48
2009,2,3,4,3.72,1.51
2010,4,3,4,2.37,1.02
2011,3,3,2,1.2,3.79
2012,2,3,3,2.21,4.73
2013,3,3,2,4.62,3.49
2014,3,3,1,2.64,1.38
2015,2,3,1,4.46,4.96
2016,3,4,5,3.03,4.9
2017,3,3,3,3.07,2.87
2018,3,3,1,1.02,1.43
2019,3,3,1,3.55,3.88
2020,2,3,2,1.43,4.85
2021,4,3,5,2.91,4.11
2022,3,3,2,2.04,3.5
2023,3,3,5,2.57,3.44
2024,3,4,3,3.15,4.91
2025,3,3,4,1.06,1.29
2026,3,3,4,2.14,1.6
2027,3,3,1,4.96,4.32
2028,2,3,1,1.23,1.58
2029,3,3,5,2.28,2.53
2030,4,3,5,2.29,2.13
2031,3,3,1,2.52,1.97
2032,3,3,4,3.74,1.1
2033,3,3,5,1.99,3.27
2034,2,4,5,2.84,2.6
2035,2,3,2,3.58,3.21
2036,1,3,5,2.29,2.22
2037,4,3,4,4.8,4.77
2038,1,4,5,4.92,3.37
2039,2,3,1,1.48,4.84
2040,3,3,4,2.38,2.4
2041,4,3,1,1.83,1.01
2042,2,3,2,1.75,4.13
2043,3,3,1,2.96,4.31
2044,4,3,3,3.26,1.23
2045,3,3,5,2.7,3.5
2046,3,3,4,2.09,3.64
2047,3,3,2,2.11,1.58
2048,2,3,3,4.97,3.21
2049,1,3,2,4.69,1.97
2050,1,3,4,1.3,1.07
2051,1,3,2,3.63,4.47
2052,2,4,1,2.83,2.97
2053,3,4,3,3.76,4.13
2054,3,3,5,3.39,3.89
2055,1,3,3,4.56,4.97
2056,3,4,2,1.27,2.75
2057,3,3,1,2.4,2.71
2058,3,4,5,4.94,2.13
2059,3,3,4,1.73,3.5
2060,3,3,1,1.51,2.94
2061,3,3,1,3.92,3.92
2062,3,3,1,4.11,2.43
2063,2,3,2,3.69,1.52
2064,1,3,5,4.1,4.45
2065,3,4,1,3.77,4.31
2066,3,3,5,1.54,2.4
2067,3,3,1,3.43,3.76
2068,1,3,4,4.11,2.97
2069,3,3,2,4.46,4.04
2070,1,3,5,1.98,2.56
2071,2,3,3,1.51,3.14
2072,3,3,2,4.12,1.23
2073,2,4,2,2.03,1.7
2074,3,3,5,1.13,4.13
2075,3,3,3,4.3,2.53
2076,1,3,2,3.02,1.14
2077,4,3,4,2.31,1.67
2078,2,3,3,1.05,2.65
2079,4,3,4,1.14,3.87
2080,3,4,3,4.17,2.45
2081,3,3,1,2.96,3.98
2082,3,4,1,1.6,4.43
2083,2,4,1,2.43,2.36
2084,3,3,3,1.66,4.2
2085,2,3,3,1.45,1.51
2086,4,3,4,2.11,2.66
2087,3,3,5,3.2,1.39
2088,1,3,1,1.84,1.21
2089,2,3,5,2.37,1.26
2090,3,4,5,2.91,1.42
2091,2,3,4,2.68,4.34
2092,3,3,3,1.51,3.17
2093,3,3,1,1.16,4.79
2094,3,3,1,1.14,3.15
2095,2,3,1,2.4,3.51
2096,3,3,4,3.88,1.74
2097,1,3,3,1.53,3.16
2098,3,4,1,4.15,2.54
2099,2,3,1,3.86,4.73
2100,3,3,1,1.02,4.74
2101,2,4,4,1.11,1.79
2102,3,4,4,1.78,3.48
2103,2,3,4,1.22,3.55
2104,3,4,1,3.13,3.25
2105,3,3,1,1.16,1.5
2106,3,4,1,4.21,3.62
2107,3,3,4,2.97,4.2
2108,3,3,4,3.91,2.38
2109,4,3,2,4.0,3.06
2110,3,3,1,3.03,1.47
2111,3,3,2,4.7,4.72
2112,2,3,5,4.96,1.44
2113,3,3,1,2.44,1.83
2114,4,3,4,1.5,2.19
2115,3,3,3,2.45,4.3
2116,3,3,1,1.89,3.8
2117,3,3,5,3.12,1.03
2118,3,3,3,2.51,1.73
2119,3,3,4,2.92,4.0
2120,3,3,1,4.05,2.62
2121,4,3,2,2.1,1.1
2122,3,4,4,3.15,4.86
2123,3,3,4,2.34,1.6
2124,3,3,1,4.14,3.04
2125,3,3,4,3.56,1.99
2126,3,3,5,1.03,3.95
2127,4,4,4,3.64,4.11
2128,3,3,2,1.68,2.59
2129,1,3,5,3.9,3.63
2130,2,3,4,3.27,4.64
2131,3,3,1,2.61,4.26
2132,3,4,1,3.78,2.66
2133,3,3,5,4.43,2.77
2134,3,3,2,4.11,4.55
2135,1,3,1,3.18,1.14
2136,3,3,3,3.89,1.09
2137,3,3,3,2.66,1.82
2138,3,3,3,4.16,4.31
2139,4,3,4,4.32,1.61
2140,2,4,5,1.55,2.14
2141,3,3,4,1.95,3.52
2142,3,3,1,2.08,1.74
2143,3,3,1,1.66,2.21
2144,3,3,1,2.57,2.87
2145,3,3,2,1.77,1.91
2146,3,3,2,3.38,4.97
2147,3,4,5,1.41,1.65
2148,3,3,2,2.08,4.4
2149,3,3,1,3.66,2.88
2150,3,3,5,2.59,1.52
2151,1,3,2,2.69,1.47
2152,3,3,5,4.19,3.0
2153,2,4,4,4.94,2.41
2154,4,3,5,3.26,1.94
2155,2,3,5,1.32,4.84
2156,2,3,1,1.41,2.85
2157,2,3,4,4.87,4.72
2158,2,4,3,3.72,1.66
2159,2,3,4,4.01,1.73
2160,3,3,4,3.7,3.38
2161,2,3,3,1.72,2.08
2162,3,3,2,2.79,1.74
2163,2,3,5,4.19,1.38
2164,3,3,4,4.47,1.31
2165,3,3,5,1.95,4.01
2166,3,3,2,3.38,2.13
2167,2,3,5,1.63,4.91
2168,3,3,2,4.83,1.73
2169,3,3,3,2.01,2.42
2170,3,3,5,3.91,2.5
2171,3,4,2,1.92,3.0
2172,2,3,2,3.46,4.48
2173,2,3,5,3.64,4.34
2174,2,3,5,2.31,1.04
2175,3,3,2,4.28,2.64
2176,2,3,2,4.54,4.31
2177,4,3,2,4.42,1.0
2178,3,3,1,2.32,3.13
2179,4,3,3,3.98,2.04
2180,1,4,2,3.24,2.65
2181,3,3,5,3.37,2.68
2182,2,4,1,2.91,2.57
2183,3,3,4,3.4,4.57
2184,3,3,3,1.54,3.15
2185,3,4,4,2.64,4.61
2186,2,3,1,1.71,3.91
2187,4,3,3,2.12,2.4
2188,4,3,4,1.51,2.97
2189,3,3,2,1.85,2.56
2190,3,3,5,4.13,4.31
2191,2,3,3,3.2,1.75
2192,4,3,2,1.09,4.75
2193,1,3,1,4.15,3.32
2194,3,3,1,4.64,3.45
2195,2,3,3,4.52,3.07
2196,3,4,3,4.29,3.22
2197,3,3,5,4.97,3.67
2198,2,3,4,3.35,3.62
2199,3,3,1,4.85,1.86
2200,2,3,3,4.8,3.33
2201,3,3,3,2.25,2.42
2202,4,3,1,4.45,3.55
2203,3,3,4,4.17,3.19
2204,3,3,3,4.1,1.72
2205,3,3,1,4.59,3.94
2206,2,3,3,2.54,2.83
2207,3,3,4,2.6,3.21
2208,3,3,2,3.56,3.69
2209,3,3,2,3.95,3.61
2210,4,3,1,4.52,4.0
2211,3,4,2,4.5,1.83
2212,3,3,5,3.89,1.44
2213,3,3,4,4.83,3.68
2214,3,3,1,1.71,1.94
2215,3,3,3,4.8,1.46
2216,1,3,1,1.26,1.52
2217,2,4,3,3.22,2.25
2218,2,3,1,1.36,4.97
2219,3,3,4,3.27,1.63
2220,3,3,3,2.56,2.19
2221,2,3,4,1.33,4.68
2222,3,3,3,3.59,4.85
2223,3,3,2,3.92,1.92
2224,3,3,2,1.7,4.52
2225,3,3,2,3.78,1.56
2226,3,3,3,1.72,4.05
2227,3,3,3,1.55,1.05
2228,4,3,4,1.59,2.63
2229,1,3,1,3.4,1.99
2230,3,3,2,4.12,3.82
2231,2,3,5,3.39,1.06
2232,3,3,5,4.24,2.86
2233,3,3,5,3.37,3.79
2234,2,3,2,4.19,1.19
2235,3,4,1,4.91,4.59
2236,3,3,1,2.56,2.44
2237,3,3,1,1.6,1.66
2238,3,3,5,1.54,1.9
2239,3,3,5,3.39,2.36
2240,3,3,5,3.19,1.79
2241,3,3,4,1.74,3.04
2242,2,3,2,4.53,3.53
2243,3,3,3,4.83,2.73
2244,3,3,5,2.01,2.71
2245,2,3,5,1.83,4.13
2246,3,3,3,1.86,2.2
2247,3,3,5,2.55,3.49
2248,3,3,2,4.41,4.57
2249,3,4,3,3.38,1.89
2250,3,3,5,1.27,3.48
2251,3,3,2,2.89,4.79
2252,3,3,4,1.36,3.12
2253,2,3,3,2.62,4.91
2254,3,3,2,2.61,2.24
2255,2,3,2,3.59,3.26
2256,3,4,4,3.2,2.24
2257,1,3,3,4.5,1.01
2258,3,3,2,1.07,4.99
2259,4,3,4,4.1,1.96
2260,3,3,1,1.09,4.89
2261,3,3,1,2.22,3.61
2262,3,4,5,4.52,4.62
2263,3,4,4,3.76,4.87
2264,3,3,3,1.69,3.27
2265,3,3,1,2.96,5.0
2266,2,3,3,3.89,4.07
2267,3,3,3,4.75,3.1
2268,3,4,3,3.54,3.62
2269,3,4,1,1.1,1.78
2270,3,3,3,3.0,1.04
2271,3,3,3,1.61,2.03
2272,2,3,2,1.19,2.74
2273,2,3,1,3.39,1.91
2274,1,3,5,4.11,3.06
2275,2,4,4,1.14,3.63
2276,3,3,4,4.13,3.62
2277,3,3,4,3.83,4.58
2278,3,3,4,4.01,4.87
2279,3,4,1,1.98,4.56
2280,2,3,3,2.57,3.48
2281,3,3,5,1.48,1.82
2282,2,3,2,1.96,4.77
2283,3,3,5,2.21,1.7
2284,3,3,1,2.28,1.61
2285,1,3,2,1.7,2.27
2286,2,3,2,1.75,3.29
2287,2,3,4,4.61,3.73
2288,2,4,1,4.14,1.05
2289,2,3,2,2.38,4.11
2290,3,3,4,4.79,1.7
2291,2,3,2,1.96,2.19
2292,4,3,5,2.63,2.29
2293,2,3,5,4.25,2.33
2294,4,3,2,2.77,4.04
2295,2,3,3,1.94,1.16
2296,4,3,2,2.47,1.79
2297,3,3,2,3.0,1.09
2298,2,3,4,3.48,4.11
2299,2,3,2,2.62,4.93
2300,3,3,1,2.73,3.64
2301,3,3,2,2.06,3.36
2302,3,3,5,3.14,4.63
2303,4,3,2,1.88,2.02
2304,3,3,2,4.47,1.27
2305,2,4,4,3.99,3.04
2306,3,3,1,2.64,2.04
2307,4,3,2,3.99,2.8
2308,2,3,1,1.03,2.83
2309,3,3,5,2.38,2.28
2310,3,3,5,2.76,2.95
2311,2,3,4,2.88,2.52
2312,4,4,2,3.99,1.45
2313,4,3,4,4.85,4.47
2314,4,4,4,2.52,3.81
2315,2,3,5,2.4,1.17
2316,3,3,1,3.44,1.46
2317,4,3,4,2.13,1.39
2318,2,4,1,1.57,1.25
2319,3,3,3,4.85,1.24
2320,3,3,5,4.24,1.63
2321,3,3,1,4.83,4.39
2322,3,3,1,1.87,4.31
2323,1,3,5,1.07,4.13
2324,3,4,1,2.75,3.46
2325,2,3,4,4.73,3.89
2326,3,3,3,1.55,3.95
2327,3,3,2,1.47,4.56
2328,3,3,5,1.28,3.93
2329,2,3,5,4.06,3.95
2330,3,3,2,4.14,4.22
2331,3,3,1,3.78,3.23
2332,4,4,1,1.21,1.85
2333,2,3,1,3.89,1.34
2334,3,3,5,2.79,2.68
2335,2,3,3,1.63,1.37
2336,4,3,4,2.18,1.68
2337,3,3,2,3.0,1.1
2338,3,4,5,2.32,2.2
2339,1,3,4,4.88,4.88
2340,3,3,4,2.9,2.52
2341,3,3,3,2.49,1.96
2342,3,3,4,3.69,2.61
2343,3,3,3,3.6,2.21
2344,3,3,2,1.01,3.7
2345,3,3,3,3.47,3.54
2346,4,4,2,1.98,1.11
2347,2,3,5,2.5,3.05
2348,3,3,4,3.83,1.14
2349,3,3,4,3.23,3.71
2350,2,3,4,2.47,4.74
2351,2,4,3,1.67,4.63
2352,3,3,5,3.02,1.82
2353,3,4,2,2.28,3.97
2354,3,3,3,4.65,4.17
2355,3,3,1,3.14,4.46
2356,2,3,2,4.46,2.04
2357,3,4,3,2.56,2.8
2358,3,3,3,4.31,1.89
2359,2,3,5,1.23,1.1
2360,3,3,4,2.19,3.64
2361,3,3,3,1.31,2.73
2362,3,3,3,1.13,1.99
2363,2,4,4,4.68,4.39
2364,3,3,4,3.87,2.98
2365,3,3,2,3.5,4.98
2366,2,3,3,3.13,4.17
2367,2,3,3,3.28,4.48
2368,3,3,1,3.55,4.09
2369,3,3,5,4.31,1.42
2370,3,3,3,3.39,1.26
2371,4,3,2,3.99,4.66
2372,3,3,4,2.12,1.55
2373,2,3,4,4.91,2.56
2374,3,3,5,1.13,3.44
2375,3,3,1,2.55,1.85
2376,3,3,3,4.53,1.9
2377,2,3,1,1.72,2.86
2378,2,3,3,1.57,2.44
2379,3,3,3,2.46,3.71
2380,1,3,3,2.71,1.3
2381,3,4,5,4.73,2.96
2382,1,3,3,4.34,1.7
2383,3,4,3,2.86,3.43
2384,3,3,1,4.89,1.46
2385,2,3,2,3.57,1.79
2386,2,4,5,4.49,4.22
2387,2,3,3,1.98,1.94
2388,3,3,5,2.96,3.95
2389,2,4,3,1.12,2.09
2390,2,3,3,1.04,1.94
2391,3,3,3,3.82,2.2
2392,3,3,3,1.47,4.52
2393,3,3,1,3.19,2.59
2394,3,3,1,3.78,1.98
2395,3,3,3,1.13,3.15
2396,3,3,3,2.79,2.54
2397,3,3,3,3.74,4.16
2398,3,3,3,4.56,4.96
2399,2,3,2,2.2,3.11
2400,3,3,4,4.9,2.81
2401,2,3,4,4.38,2.37
2402,2,3,1,3.6,4.89
2403,3,3,3,2.57,2.93
2404,2,3,4,3.84,1.71
2405,2,3,4,4.26,4.88
2406,3,3,2,2.21,4.84
2407,2,4,5,4.97,2.74
2408,1,3,4,4.63,2.39
2409,4,3,3,2.94,3.72
2410,3,3,4,3.89,4.32
2411,2,3,5,3.1,2.99
2412,3,3,2,4.04,2.32
2413,2,3,1,4.31,2.21
2414,3,3,3,1.09,2.31
2415,3,3,1,1.32,1.47
2416,3,3,5,2.35,4.11
2417,1,3,5,4.67,1.42
2418,3,3,4,2.59,2.59
2419,3,4,5,4.55,4.34
2420,3,3,1,2.85,2.62
2421,1,3,4,2.16,2.18
2422,2,3,3,4.6,4.79
2423,3,3,2,3.24,1.51
2424,3,3,2,2.44,4.54
2425,3,3,3,1.18,1.25
2426,3,3,4,1.44,2.65
2427,4,3,1,1.56,3.53
2428,3,3,4,2.46,2.48
2429,1,3,5,3.43,3.14
2430,3,3,1,2.23,1.82
2431,3,3,5,1.26,3.28
2432,3,3,4,2.06,1.54
2433,1,3,2,2.63,4.18
2434,2,3,4,4.97,3.34
2435,2,3,4,2.57,2.93
2436,3,3,4,1.36,1.22
2437,3,3,1,3.32,3.0
2438,3,4,1,4.68,3.25
2439,3,3,4,4.15,2.06
2440,3,3,2,4.34,3.71
2441,1,3,2,4.71,1.31
2442,3,3,3,3.55,1.83
2443,2,3,4,4.98,3.95
2444,2,3,1,1.13,1.59
2445,3,4,5,4.34,1.98
2446,3,3,3,4.43,3.6
2447,3,3,1,4.67,3.92
2448,3,4,1,2.91,1.21
2449,3,4,5,4.15,1.51
2450,3,3,1,1.78,2.78
2451,3,3,3,3.41,3.37
2452,3,3,4,2.43,2.82
2453,2,3,3,3.38,3.59
2454,2,3,2,3.7,4.02
2455,2,3,1,2.39,4.8
2456,3,3,4,1.86,2.4
2457,3,3,3,2.29,1.65
2458,3,3,1,3.66,2.06
2459,3,3,1,3.71,1.59
2460,4,3,3,3.97,2.58
2461,2,3,1,1.51,4.49
2462,3,3,2,4.27,2.39
2463,3,4,1,3.75,1.6
2464,3,3,4,1.12,3.09
2465,2,3,4,2.34,4.97
2466,3,3,4,2.87,1.75
2467,3,3,1,2.44,4.11
2468,1,3,2,1.47,4.29
2469,3,3,2,1.83,2.61
2470,3,3,4,1.1,3.48
2471,3,3,5,1.37,2.73
2472,3,3,2,2.07,2.05
2473,3,3,4,4.28,2.7
2474,2,3,3,3.11,1.38
2475,3,3,5,2.7,3.83
2476,3,3,1,3.65,4.32
2477,3,4,5,3.17,2.23
2478,3,3,3,1.53,3.27
2479,3,3,2,1.89,1.93
2480,2,4,1,1.89,1.51
2481,4,3,5,3.4,3.65
2482,3,3,5,2.85,1.54
2483,3,3,1,2.55,4.13
2484,4,3,3,3.23,2.09
2485,2,3,4,4.88,4.27
2486,3,3,3,2.26,2.47
2487,2,3,1,3.08,2.48
2488,3,3,2,2.92,4.0
2489,2,3,2,3.87,3.04
2490,4,3,2,3.92,1.8
2491,2,3,5,3.92,4.4
2492,4,3,2,1.81,2.36
2493,3,3,4,2.8,1.41
2494,3,4,5,4.24,2.66
2495,3,3,4,2.53,3.3
2496,3,3,4,4.94,3.44
2497,2,3,1,2.46,4.34
2498,3,3,1,2.99,3.17
2499,3,3,4,2.9,1.89
2500,3,3,4,2.73,2.05
2501,3,3,4,4.38,1.4
2502,3,3,3,1.62,3.94
2503,4,4,3,3.27,1.42
2504,3,3,1,3.47,3.42
2505,2,3,2,4.4,3.39
2506,3,3,3,3.44,4.14
2507,1,3,1,4.84,1.3
2508,2,3,1,4.49,1.81
2509,3,3,1,2.39,4.64
2510,2,3,2,4.44,3.29
2511,3,3,5,4.83,2.83
2512,3,3,4,2.03,3.99
2513,2,3,5,3.44,4.61
2514,3,3,2,2.13,2.05
2515,2,3,3,3.6,4.61
2516,3,3,5,1.37,1.43
2517,3,3,2,3.94,4.91
